folioviv,foliohog,numren,id_trabajo,tipoact,cose_cria,prep_deriv,otro_pago,fpago_1,fpago_2,fpago_3,fpago_4,fpago_5,fpago_6,fpago_7,fpago_8,nofpago,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,valrema,valproc,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,apoyo_5,apoyo_6,apoyo_7,apoyo_8,proagro,mesproc,progan,mesprogan,nvo_apoyo,nvo_prog1,nvo_act1,nvo_cant1,nvo_prog2,nvo_act2,nvo_cant2,nvo_prog3,nvo_act3,nvo_cant3,reg_not,reg_cont,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
0761012321,1,01,1,4,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , ,990,15000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,480,5840,0,2260,117.39,1428.26,0,552.71,991.95,0
0761012321,1,02,1,5,1,1,2, , , , , , , , ,2,0, , , , , , , , , , , ,9700,800,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,500,5450,0,240,122.28,1332.88,0,58.69,1394.02,0
0761012322,1,01,1,4,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , ,2820,10000,2, , , , , , , , , , , , ,1,2001,7,48000, , , , , , ,2,4,0,9900,0,4500,0,2421.19,0,1100.54,1320.65,0
0761012322,1,01,2,7,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , , ,40000,2, , , , , , , , , , , , ,1,2001,7,48000, , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
0761012322,1,03,1,5,1,1,2, , , , , , , , ,2,1,0,1,0, , ,1,0,1,0, , ,30200,1560,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,750,5150,0,150,183.42,1259.51,0,36.68,1405.76,0
0761012323,1,01,1,4,1, ,2, , , , , , , , ,2,1,1,0,0, , ,1,1,0,0, , ,2760,12500,2, , , , , , , , , , , , ,1,2001,4,48000, , , , , , ,2,4,1800,7000,0,3800,440.21,1711.95,0,929.34,1220.86,0
0761012323,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,1800,700,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2827,0,340,0,691.38,0,83.15,607.49,0
0761012406,1,01,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,3800,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2496,0,470,0,610.43,0,114.94,493.04,0
0761012406,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,1160,500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,563,1186,0,0,137.69,290.05,0,0,425.54,0
0761012407,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1380, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2184,1744,0,250,534.13,426.52,0,61.14,898.04,0
0761012408,1,01,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,3200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2000,270,395,0,489.13,66.03,96.6,457.82,0
0761012408,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1960, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2905,1308,0,0,710.46,319.89,0,0,1030.1,0
0761012409,1,01,2,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , ,2650,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1230,0,320,0,300.81,0,78.26,220.1,0
0761012409,1,02,2,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,3100, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1996,3681,0,0,488.15,900.24,0,0,1388.15,0
0761012410,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,2480,1350,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,3201,3001,0,0,782.85,733.94,0,0,1514.34,0
0761012410,1,02,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,2500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,150,2056,0,500,36.68,502.82,0,122.28,416.73,0
0761012411,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1500,180,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,400,969,0,0,97.82,236.98,0,0,334.56,0
0761012411,1,02,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,2500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1600,1600,0,540,391.3,391.3,0,132.06,648.58,0
0761012801,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0,250,1500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,870,4720,0,1690,213.93,1160.65,0,415.57,959.01,0
0761012801,1,02,1,4,1, ,2, , , , , , , , ,6,5,5,0,3,3,0,1,1,0,1,1,0,302,2500,2, , , , , , , , ,2250,07, , ,2, , , , , , , , , ,2,4,0,2211,0,1770,0,543.68,0,435.24,106.22,0
0761012801,1,02,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,5550,60,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,4150,0,300,0,1020.49,0,73.77,944.26,0
0761012802,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,1,1,0,1,1,0,550,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,6150,0,2400,0,1512.29,0,590.16,920.65,0
0761012802,1,01,2,7,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , ,14000,2, , , , , , , , , , , , ,1,2001,7,54000, , , , , , ,2,4,0,0,0,8650,0,0,0,2127.04,0,2124.59
0761012802,1,02,1,4,1, ,2, , , , , , , , ,6,2,0,2,0, , ,2,0,2,0, , , ,100,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2160,383,0,430,531.14,94.18,0,105.73,519.34,0
0761012802,1,02,2,5,1,1,2, , , , , , , , ,6,2,0,2,0, , ,2,0,2,0, , ,2150,1000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,3000,0,200,0,737.7,0,49.18,687.54,0
0761012803,1,01,1,4,1, ,2, , , , , , , , ,6,2,1,1,0, , ,1,0,1,1,1,0,275,2500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,3765,0,2590,0,925.81,0,636.88,286.22,0
0761012803,1,02,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1200,660,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1000,1300,0,250,245.9,319.67,0,61.47,501.63,0
0761012804,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,1,1,0,1,1,0,275,2000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,410,3199,0,1770,100.81,786.63,0,435.24,451.47,0
0761012804,1,01,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,3480,1340,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,420,5080,0,400,103.27,1249.18,0,98.36,1254.09,0
0761012805,1,02,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,0, , ,2,2,0,550,2500,2, , , , , , , , ,1500,05, , ,2, , , , , , , , , ,2,4,0,4350,0,1890,0,1069.67,0,464.75,604.91,0
0761012912,1,01,1,4,1, ,2, , , , , , , , ,1,2,2,0,0, , ,0, , ,2,2,0, ,5000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,4390,0,2300,0,1073.64,0,562.49,510.65,0
0761012912,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,3650, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1980,2310,0,300,484.23,564.94,0,73.36,974.34,0
0761012913,1,01,1,4,1, ,2, , , , , , , , ,1,2,2,0,1,1,0,0, , ,1,1,0, ,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,18100,8700,0,7800,4426.63,2127.71,0,1907.6,4645.76,0
0761012913,1,02,1,4,1, ,2, , , , , , , , ,1,1,1,0,1,1,0,0, , ,0, , , ,3500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,6120,5950,0,3300,1496.73,1455.16,0,807.06,2142.39,0
0761012913,1,03,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,1850,150,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1700,1430,0,150,415.76,349.72,0,36.68,727.82,0
0761012914,1,01,1,4,1, ,2, , , , , , , , ,1,2,2,0,1,1,0,0, , ,1,1,0, ,11000,2, , , , , , , , , , , , ,1,2001,4,54000, , , , , , ,2,4,4850,3950,0,4300,1186.14,966.03,0,1051.63,1100.54,0
0761012914,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,8600, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,8450,3000,0,1500,2066.57,733.69,0,366.84,2432.93,0
0761012916,1,01,1,4,1, ,2, , , , , , , , ,1,2,2,0,1,1,0,1,1,0,0, , , ,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,18700,9250,0,7300,4573.36,2262.22,0,1785.32,5047.82,0
0761012916,1,04,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,3700,150,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1750,3650,0,400,427.98,892.66,0,97.82,1220.86,0
0761012917,1,01,1,4,1, ,2, , , , , , , , ,1,2,2,0,1,1,0,1,1,0,0, , , ,6000,2, , , , , , , , , , , , ,1,2001,4,54000, , , , , , ,2,4,6020,6850,0,5400,1472.28,1675.27,0,1320.65,1825.43,0
0761012917,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,3150,90,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2200,1450,0,220,538.04,354.61,0,53.8,836.41,0
0761057205,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,2000,2, , , , , , , , ,3000,02, , ,2, , , , , , , , , ,2,4,1800,1962,0,300,445.05,485.1,0,74.17,854.5,0
0761057209,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,600,1000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,8000,3655,0,1000,1978.02,903.7,0,247.25,2631.75,0
0761057209,1,02,1,5,1,1,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , ,650,2080,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,400,3150,0,700,98.9,778.84,0,173.07,703.18,0
0761057213,1,01,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,900,0,0,0,222.52,0,222.52
0761057515,1,01,1,4,1, ,2, , , , , , , , ,6,3,3,0,0, , ,3,3,0,0, , , ,2000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,12000,5000,0,530,2934.78,1222.82,0,129.61,4026.52,0
0761057515,1,02,1,4,2,1,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , , , , , ,1,2001,4,54000, , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
0761057519,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,7500,1700,950,580,1834.23,415.76,232.33,141.84,2339.02,0
0761057519,1,02,1,4,2,1,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , , , , , ,1,2001,4,54000, , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
0761057519,2,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,2000,2, , , , , , , , ,3000,08, , ,1,2001,4,54000, , , , , , ,2,4,12000,4600,0,900,2934.78,1124.99,0,220.1,3838.69,0
0761057604,1,01,1,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , ,200,40,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,166,0,0,0,40.81,0,0,38.36,0
0761057608,1,01,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , ,14000,2, , , , , , , , , , , , ,1,2001,4,4500, , , , , , ,2,4,8000,3800,0,3268,1967.21,934.42,0,803.6,2098.03,0
0761057608,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,14000,510,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1636,3000,0,2382,402.29,737.7,0,585.73,551.8,0
0761057612,1,01,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,12000,2, , , , , , , , ,1500,05, , ,2, , , , , , , , , ,2,4,2040,1784,0,515,501.63,438.68,0,126.63,811.47,0
0761057616,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,5000,13200,2, , , , , , , , , , , , ,1,2001,4,4500, , , , , , ,2,4,10000,10571,0,325,2459.01,2599.42,0,79.91,4978.03,0
0761057620,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,12000,2, , , , , , , , ,1500,05, , ,2, , , , , , , , , ,2,4,11621,1826,0,1460,2857.62,449.01,0,359.01,2944.91,0
0761057620,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,5000,850,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1512,2508,0,940,371.8,616.72,0,231.14,755.4,0
0761057624,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,20000,2, , , , , , , , , , , , ,1,2001,4,4500, , , , , , ,2,4,20000,3298,0,10940,4918.03,810.98,0,2690.16,3036.39,0
0761057624,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,1500,450,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1550,0,800,0,381.14,0,196.72,182.95,0
0761057702,1,02,1,5,1,1,2, , , , , , , , ,1,2,1,1,0, , ,2,1,1,0, , ,2480,310,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,4140,6950,0,0,1018.03,1709.01,0,0,2726.55,0
0761057702,1,03,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , ,3080, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2345,2955,0,1975,576.63,726.63,0,485.65,817.37,0
0761057702,1,03,1,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , , ,14000,1, , , , , , , ,12000, , , , ,2, , , , , , , , , ,2,4,0,0,0,430,0,0,0,105.73,0,103.27
0761057706,1,01,2,4,1, ,2, , , , , , , , ,6,10,10,0,10,10,0,0, , ,0, , ,40950, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,950,0,4800,0,233.6,0,1180.32,0,944.26
0761057706,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,5900,100,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,3700,6740,0,240,909.83,1657.37,0,59.01,2508.19,0
0761057710,1,01,1,4,1, ,2, , , , , , , , ,6,3,3,0,0, , ,3,3,0,0, , ,42500,13900,2, , , , , , , , , , , , ,1,2001,4,2250, , , , , , ,2,4,73475,16150,0,12270,18067.62,3971.31,0,3017.21,19020.98,0
0761057710,1,01,2,7,1, ,2, , , , , , , , ,6,3,3,0,0, , ,3,3,0,0, , , ,1750,2, , , , , , , , , , , , ,1,2001,7,2250, , , , , , ,2,4,0,0,0,1000,0,0,0,245.9,0,244.91
0761057714,1,01,1,5,1,1,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , ,2400,150,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,867,0,85,0,213.19,0,20.9,191.8,0
0761057722,1,01,1,4,1, ,2, , , , , , , , ,1,1,1,0,1,1,0,0, , ,0, , ,6240,24000,2, , , , , , , , , , , , ,1,2001,4,27000, , , , , , ,2,4,1500,3400,0,1250,368.85,836.06,0,307.37,897.04,0
0761057722,1,01,2,7,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1400,2, , , , , , , , , , , , ,1,2001,7,27000, , , , , , ,2,4,0,0,0,50,0,0,0,12.29,0,11.8
0761057722,1,02,2,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , , ,5250,2, , , , , , , , , , , , ,1,2001,4,70712, , , , , , ,2,4,0,0,0,3830,0,0,0,941.8,0,941.31
0761145001,1,01,1,4,1, ,2, , , , , , , , ,6,3,3,0,0, , ,3,3,0,0, , ,3210,5000,2, , , , , , , , , , , , ,1,2001,4,54000, , , , , , ,2,4,0,18400,0,5120,0,4499.99,0,1252.17,3245.86,0
0761145001,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,7700, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,19200,4472,0,17680,4695.65,1093.69,0,4323.91,1464.45,0
0761145002,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,2544,5000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,10490,0,760,0,2565.48,0,185.86,2377.17,0
0761145002,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,11300,2520,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,29008,24940,0,13000,7094.34,6099.45,0,3179.34,10013.47,0
0761145003,1,01,1,4,1, ,2, , , , , , , , ,6,3,3,0,3,3,0,0, , ,0, , ,420,4000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,15000,18500,0,4280,3668.47,4524.45,0,1046.73,7146.19,0
0761145004,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,4350,850,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1904,0,0,0,465.65,0,0,463.69,0
0761145004,1,03,1,4,1, ,2, , , , , , , , ,6,3,3,0,0, , ,0, , ,3,3,0,860,4000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,660,5200,0,5140,161.41,1271.73,0,1257.06,176.08,0
0761145005,1,02,1,5,1,1,2, , , , , , , , ,4,0, , , , , , , , , , , ,2550,1440,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1040,1286,800,2500,254.34,314.51,195.65,611.41,152.6,0
0761145206,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0, ,3000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,350,0,1810,0,86.53,0,447.52,0,359.01
0761145207,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , ,850,30000,2, , , , , , , , , , , , ,1,2001,4,54000, , , , , , ,2,4,60,1760,0,53550,14.83,435.16,0,13240.38,0,12787.91
0761145208,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,452,0,1500,0,111.75,0,370.87,0,258.13
0761145519,1,01,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1658,68,130,380,405.48,16.63,31.79,92.93,360.97,0
0761145519,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,2800,420,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,4980,2960,0,1560,1217.93,723.91,0,381.52,1558.36,0
0761145520,1,01,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , ,300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,3900,0,300,0,953.8,0,73.36,880.43,0
0761145520,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,3400,270,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,5130,0,860,0,1254.61,0,210.32,1041.84,0
0761220412,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,4830,650,2, , , , , , , , , , , , ,1,2001,5,4500, , , , , , ,2,4,650,3770,0,1590,158.96,922.01,0,388.85,689.67,0
0761220412,1,02,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , , ,4500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,4250,550,0,490,1039.4,134.51,0,119.83,1053.58,0
0761220414,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , , ,8000,2, , , , , , , , ,4500,06, , ,1,2001,4,4500, , , , , , ,2,4,2940,3164,0,3600,719.02,773.8,0,880.43,610.43,0
0761220415,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , ,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,32000,3300,0,1200,7826.08,807.06,0,293.47,8337.71,0
0761220415,1,02,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,2500,1150,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2300,6350,0,540,562.49,1552.98,0,132.06,1980.97,0
0761220601,1,01,1,4,1, ,2, , , , , , , , ,6,3,3,0,0, , ,0, , ,3,3,0,1400,10000,2, , , , , , , , ,5000,10, , ,2, , , , , , , , , ,2,4,11900,6505,0,660,2926.22,1599.59,0,162.29,4361.31,0
0761220601,1,02,1,5,1,1,2, , , , , , , , ,6,2,0,2,0, , ,2,0,2,0, , ,3550,1020,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,18300,0,1325,0,4499.99,0,325.81,4172.45,0
0761220602,1,01,2,4,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , , ,500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,180,0,0,0,44.26,0,44.26
0761220602,1,02,2,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,3300,425,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,7550,0,4260,0,1856.55,0,1047.54,808.52,0
0761220603,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,100,8000,1, , , ,1350, , , , , , , , ,2, , , , , , , , , ,2,4,14000,2095,0,5060,3442.62,515.16,0,1244.26,2711.8,0
0761220603,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,2000,120,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,3340,0,500,0,821.31,0,122.95,696.39,0
0761220604,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,7200,1025,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,500,3900,0,2350,122.95,959.01,0,577.86,501.63,0
0761220604,1,02,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,3000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,104,0,0,0,25.57,0,0,23.6,0
0761220605,1,01,1,4,1, ,2, , , , , , , , ,6,4,4,0,3,3,0,1,1,0,0, , ,320,9000,2, , , , , , , , ,5000,08, , ,2, , , , , , , , , ,2,4,10720,4170,0,3560,2636.06,1025.4,0,875.4,2785.57,0
0761220605,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1900,400,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,500,5420,0,1175,122.95,1332.78,0,288.93,1165.57,0
0761220605,1,04,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,2000,200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2950,0,1060,0,725.4,0,260.65,463.27,0
0761220806,1,01,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , ,6500,2, , , , , , , , , , , , ,1,2001,4,54000, , , , , , ,2,4,27360,3250,0,380,6727.86,799.18,0,93.44,7433.11,0
0761220806,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,2200,1300,1, , , , , , , ,400, , , , ,2, , , , , , , , , ,2,4,1400,3500,0,400,344.26,860.65,0,98.36,1106.55,0
0761220809,1,01,1,4,1, ,2, , , , , , , , ,1,1,1,0,1,1,0,0, , ,0, , , ,1300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,14700,575,0,1400,3614.75,141.39,0,344.26,3411.14,0
0761220809,1,01,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,1500,140,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1250,1050,0,500,307.37,258.19,0,122.95,442.62,0
0761220810,1,01,2,5,1,2,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , ,27000,18000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,900,0,0,0,221.31,0,221.31
0761220810,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,1300,175,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1220,1600,0,150,299.99,393.44,0,36.88,655.08,0
0761220916,1,01,2,5,1,1,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , ,25400, ,2, , , , , , , , ,12000,06, , ,2, , , , , , , , , ,2,4,12000,8000,0,3200,2934.78,1956.52,0,782.6,4108.69,0
0761220916,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1500,70,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1430,4270,0,290,349.72,1044.29,0,70.92,1320.65,0
0761220917,1,01,1,4,1, ,2, , , , , , , , ,6,3,1,2,0, , ,3,1,2,0, , ,250,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,3530,0,200,0,863.31,0,48.91,812.93,0
0761220917,1,01,2,5,1,1,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , ,10700,4000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,7500,6000,0,4500,1834.23,1467.39,0,1100.54,2201.08,0
0761220917,1,02,1,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,4400,970,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,250,2886,0,1190,61.14,705.81,0,291.03,475.43,0
0761220918,1,01,1,4,1, ,2, , , , , , , , ,6,3,3,0,0, , ,1,1,0,2,2,0,430,4000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2160,5490,0,1350,528.26,1342.66,0,330.16,1540.76,0
0761220918,1,02,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,2150,600,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2050,3660,190,230,501.35,895.1,46.46,56.24,1385.21,0
0761220919,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , , ,8000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2688,0,1390,0,657.39,0,339.94,316.95,0
0761220919,1,01,2,7,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , , ,7700,2, , , , , , , , , , , , ,1,2001,7,54000, , , , , , ,2,4,0,0,0,1260,0,0,0,308.15,0,308.15
0761220919,1,02,1,5,1,1,2, , , , , , , , ,6,2,0,2,0, , ,2,0,2,0, , ,1550,1100,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,108,1174,0,510,26.41,287.11,0,124.72,187.82,0
0761220920,1,01,1,4,1, ,2, , , , , , , , ,6,3,3,0,2,2,0,0, , ,1,1,0, ,5000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,9750,250,0,1800,2384.51,61.14,0,440.21,2004.45,0
