folioviv,foliohog,numren,id_trabajo,tipoact,cose_cria,prep_deriv,otro_pago,fpago_1,fpago_2,fpago_3,fpago_4,fpago_5,fpago_6,fpago_7,fpago_8,nofpago,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,valrema,valproc,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,apoyo_5,apoyo_6,apoyo_7,apoyo_8,proagro,mesproc,progan,mesprogan,nvo_apoyo,nvo_prog1,nvo_act1,nvo_cant1,nvo_prog2,nvo_act2,nvo_cant2,nvo_prog3,nvo_act3,nvo_cant3,reg_not,reg_cont,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
1960209720,1,01,2,6,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,47863,0,0,0,11769.59,0,0,0,11767.86,0
1960209724,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,400,4310,0,620,98.36,1059.83,0,152.45,1003.27,0
1960209724,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,38100, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,320,0,6000,0,78.68,0,1475.4,0,1395.73
1960216419,1,01,1,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , ,10350,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,10350,0,0,0,2531.24,0,2529.78
1960216419,1,01,1,5,1,1,2, , , , , , , , ,7,0, , , , , , , , , , , ,65200,20000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,31500,3115,0,25920,7703.8,761.82,0,6339.13,2124.78,0
1960216420,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , ,1700,2, , , , , , , , ,9000,06, , ,2, , , , , , , , , ,2,4,0,0,0,1700,0,0,0,415.76,0,413.8
1960216420,1,01,1,5,1,1,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,42050,9000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,3,24000,4542,0,7620,5869.56,1110.81,0,1863.58,5115.32,0
1960216423,1,01,1,5,1,1,2, , , , , , , , ,4,2,2,0,0, , ,2,2,0,0, , ,4000,990,2, , , , , , , , ,6000,03, , ,2, , , , , , , , , ,2,4,0,663,0,6548,0,162.14,0,1601.41,0,1438.04
1960216423,1,02,2,4,1, ,2, , , , , , , , ,4,1,1,0,0, , ,1,1,0,0, , , ,4500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,3000,1006,0,4780,733.69,246.03,0,1169.02,0,187.82
1960216423,1,02,2,5,1,2,2, , , , , , , , ,4,1,1,0,0, , ,1,1,0,0, , ,1200,300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,1100,0,0,0,269.02,0,267.06
1960216424,1,01,1,4,1, ,2, , , , , , , , ,7,1,1,0,0, , ,0, , ,1,1,0, ,5000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,750,0,2550,0,183.42,0,623.64,0,440.21
1960216424,1,01,1,5,1,1,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , ,45000, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2196,0,1250,0,537.06,0,305.7,228.91,0
1960216424,1,02,1,5,1,1,2, , , , , , , , ,4,0, , , , , , , , , , , ,1400,2500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1295,0,300,0,316.71,0,73.36,240.65,0
1960216501,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , ,5600,06, , ,2, , , , , , , , , ,2,4,0,0,0,5700,0,0,0,1394.02,0,1394.02
1960216501,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,60,0,15840,0,14.67,0,3873.91,0,3859.23
1960216503,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , ,5000,07, , ,2, , , , , , , , , ,2,4,0,0,0,3140,0,0,0,767.93,0,765.97
1960216504,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,500, ,2, , , , , , , , ,3000,06, , ,2, , , , , , , , , ,2,4,0,0,0,1750,0,0,0,427.98,0,425.54
1960216504,1,01,1,5,1,1,2, , , , , , , , ,6,3,2,1,0, , ,3,2,1,0, , ,40800, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,7571,1600,0,0,1851.6,391.3,0,0,2242.17,0
1960216505,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , ,3500,06, , ,2, , , , , , , , , ,2,4,0,0,0,2130,0,0,0,520.92,0,519.45
1960216505,1,01,1,5,1,1,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,13500, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1500,672,0,0,366.84,164.34,0,0,531.19,0
1960216506,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,50000,2, , , , , , , , ,7000,04, , ,2, , , , , , , , , ,2,4,3650,14765,0,9450,892.66,3611,0,2311.14,2192.28,0
1960216506,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,181600,45000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,18000,25700,0,44000,4402.17,6285.32,0,10760.86,0,73.36
1960216607,1,01,1,4,1, ,2, , , , , , , , ,7,1,0,1,0, , ,1,0,1,0, , ,1000, ,2, , , , , , , , ,7000,08, , ,2, , , , , , , , , ,2,4,0,2100,0,16400,0,516.39,0,4032.78,0,3514.42
1960216607,1,01,1,5,1,1,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,107000,15000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,42900,7750,0,3200,10549.18,1905.73,0,786.88,11667.54,0
1960216609,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,7250,0,6500,0,1782.78,0,1598.36,182.95,0
1960216610,1,01,1,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , , ,2, , , , , , , , ,5500,07, , ,2, , , , , , , , , ,2,4,0,2300,0,550,0,565.57,0,135.24,427.86,0
1960216813,1,01,2,4,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
1960216813,1,01,2,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,13000,4500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2555,0,4000,0,628.27,0,983.6,0,354.09
1960216814,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,5850,6000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1080,13900,0,3000,265.57,3418.03,0,737.7,2944.91,0
1960216814,1,01,1,5,1,1,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , ,330500,38400,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,73000,27315,0,17210,17950.81,6716.8,0,4231.96,20434.42,0
1960216815,1,01,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,6250, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,450,0,5540,0,110.65,0,1362.29,0,1251.14
1960216815,1,01,2,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,32000,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,5620,0,0,0,1381.96,0,1380.98
1960216817,1,01,1,4,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,640, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1180,0,400,0,290.16,0,98.36,191.8,0
1960216817,1,01,1,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,11350,240,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,4200,10530,0,2700,1032.78,2589.34,0,663.93,2956.72,0
1960216818,1,01,1,4,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,900, ,2, , , , , , , , ,1600,07, , ,2, , , , , , , , , ,2,4,0,4250,0,0,0,1045.08,0,0,1044.59,0
1960216818,1,01,1,5,1,1,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,52250,4090,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,15240,4624,0,500,3747.54,1137.04,0,122.95,4759.67,0
1960224020,1,01,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,8500,200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1630,0,13440,0,398.64,0,3286.95,0,2887.82
1960224021,1,01,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,5960,750,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1140,0,2740,0,278.8,0,670.1,0,390.32
1960224022,1,01,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,10340, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,4950,1800,0,7200,1210.59,440.21,0,1760.86,0,108.58
1960224316,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,4970, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,200,5680,0,6000,48.91,1389.13,0,1467.39,0,29.34
1960224317,1,01,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,2050, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,750,1240,0,2268,183.42,303.26,0,554.67,0,67.49
1960224912,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,36500, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,5000,10680,0,46200,1222.82,2611.95,0,11298.91,0,7463.15
1960235013,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , ,7000,04, , ,2, , , , , , , , , ,2,4,0,0,0,7000,0,0,0,1711.95,0,1710.97
1960235013,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,20000,8000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
1960235014,1,01,2,6,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,87600,6000,0,13000,21423.91,1467.39,0,3179.34,19709.99,0
1960235015,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , ,6000,06, , ,2, , , , , , , , , ,2,4,0,0,0,2700,0,0,0,660.32,0,660.32
1960235016,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , ,5000,03, , ,2, , , , , , , , , ,2,4,0,0,0,9535,0,0,0,2331.92,0,2330.21
1960235016,1,02,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,850,600,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,550,0,500,0,134.51,0,122.28,11.73,0
1960235218,1,01,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , ,8000,04, , ,2, , , , , , , , , ,2,4,0,0,0,320,0,0,0,79.12,0,77.14
1960235219,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,30000,2, , , , , , , , ,6000,06, , ,2, , , , , , , , , ,2,4,0,0,0,25700,0,0,0,6354.39,0,6352.41
1960235219,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , ,6000,06, , ,2, , , , , , , , , ,2,4,0,7200,0,12000,0,1780.21,0,2967.03,0,1186.81
1960235220,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,6000,7500,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,3000,120,0,3200,741.75,29.67,0,791.2,0,17.8
1960235308,1,01,1,4,1, ,1, , , , , ,6, , , ,1,0,1,0, , ,1,0,1,0, , , ,1730,2, , , , , , , , ,7200,05, , ,2, , , , , , , , , ,2,4,0,0,0,12130,0,0,0,2966.57,0,2964.13
1960235308,1,01,1,5,1,1,1, , , , , ,6, , , ,0, , , , , , , , , , , ,156000,400,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,34560,8760,0,1440,8452.17,2142.39,0,352.17,10242.39,0
1960235310,1,01,1,4,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , , ,122000,2, , , , , , , , ,8600,05, , ,2, , , , , , , , , ,2,4,0,0,0,14300,0,0,0,3497.28,0,3495.32
1960235310,1,01,1,5,1,1,2, , , , , , , , ,2,0, , , , , , , , , , , ,172500, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2574,0,22780,0,629.51,0,5571.19,0,4939.23
1960235901,1,02,1,6,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2340,260,0,0,572.28,63.58,0,0,633.91,0
1960235903,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,300, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,1125,0,0,0,275.13,0,272.93
1960235903,1,01,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,105680,56125,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,50,0,110,0,12.22,0,26.9,0,14.67
1960235904,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,1500, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,90,0,5016,0,22.01,0,1226.73,0,1203.26
1960235904,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,150720,64100,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,8000,0,0,7280,1956.52,0,0,1780.43,176.08,0
1960247612,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,89340,210,0,63880,21968.85,51.63,0,15708.19,6311.8,0
1960247613,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,89070,210,0,62800,21902.45,51.63,0,15442.62,6509.5,0
1960247613,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1200, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,558,0,0,0,137.21,0,135.73
1960247614,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,89640,90,0,61500,22042.62,22.13,0,15122.95,6940.32,0
1960247614,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1600,150,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,660,0,212,0,162.29,0,52.13,109.18,0
1960247615,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , ,8000,04, , ,2, , , , , , , , , ,2,4,0,0,0,6400,0,0,0,1573.77,0,1572.78
1960247615,1,01,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,18800,1100,2, , , , , , , , ,8000,04, , ,2, , , , , , , , , ,2,4,4200,2706,0,485,1032.78,665.4,0,119.26,1578.68,0
1960247615,1,02,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1400,200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,2250,0,2142,0,553.27,0,526.72,26.55,0
1960247701,1,01,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0, , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,1600,0,0,0,393.44,0,392.45
1960247702,1,01,2,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,25900,5600,0,4000,6368.85,1377.04,0,983.6,6760.32,0
1960247705,1,01,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , ,4400,09, , ,2, , , , , , , , , ,2,4,0,0,0,13500,0,0,0,3319.67,0,3319.67
1960247705,1,01,2,5,1,1,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,90000, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,93880,4832,0,12000,23085.24,1188.19,0,2950.81,21322.62,0
1960247816,1,01,1,4,1, ,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , , ,6530,2, , , , , , , , ,1600,03, , ,2, , , , , , , , , ,2,4,0,0,0,15890,0,0,0,3907.37,0,3906.88
1960247816,1,01,1,5,1,2,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , ,354500,550,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,120000,1200,0,19720,29508.19,295.08,0,4849.18,24952.13,0
1960247816,1,01,2,6,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,6170,0,2000,0,1517.21,0,491.8,1023.93,0
1960247817,1,01,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,1500,1800,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1200,0,0,400,295.08,0,0,98.36,194.75,0
1960247817,1,01,2,6,1, ,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,240,0,0,0,59.01,0,0,59.01,0
1960247817,1,02,2,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,7500,0,0,0,1844.26,0,1844.26
1960247817,1,02,2,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,66500,21000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,20500,0,0,150,5040.98,0,0,36.88,5001.63,0
1960247818,1,01,2,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,53000,300,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,18900,150,0,14400,4647.54,36.88,0,3540.98,1141.96,0
1960247819,1,02,1,6,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,1320,0,0,0,324.59,0,0,324.59,0
1960247820,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1200,2, , , , , , , , ,5000,03, , ,2, , , , , , , , , ,2,4,0,0,0,12200,0,0,0,2999.99,0,2998.03
1960247820,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,104800, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,35500,700,0,7200,8729.5,172.13,0,1770.49,7129.18,0
1960247820,1,02,1,6,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,48640,260,0,540,11960.65,63.93,0,132.78,11891.8,0
1960252017,1,01,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,3420,0,0,0,836.41,0,836.41
1960252017,1,01,1,5,1,1,2, , , , , , , , ,7,1,1,0,0, , ,1,1,0,0, , ,140000,1800,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,28000,7000,0,12000,6847.82,1711.95,0,2934.78,5623.04,0
1960252017,1,01,2,6,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,45,0,0,0,11,0,0,8.8,0
1960252019,1,01,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,8000,0,0,0,1956.52,0,1954.56
1960252019,1,01,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,239000,5400,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,16000,0,0,1200,3913.04,0,0,293.47,3618.58,0
1960252020,1,03,1,5,1,2,2, , , , , , , , ,7,0, , , , , , , , , , , ,450,350,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,50,0,450,0,12.22,0,110.05,0,96.84
1960252020,1,04,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,19000,0,0,0,4646.73,0,4645.76
1960252020,1,04,1,5,1,1,2, , , , , , , , ,7,1,1,0,0, , ,1,1,0,0, , ,120000,8100,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,254000,0,0,3300,62119.56,0,0,807.06,61310.54,0
1960252313,1,01,1,5,1,1,2, , , , , , , , ,6,2,2,0,0, , ,1,1,0,1,1,0,422000,7000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,100000,1000,0,17643,24456.52,244.56,0,4314.86,20384.99,0
1960252314,1,01,1,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,15000, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
1960252315,1,01,1,4,1, ,2, , , , , , , , ,7,1,1,0,0, , ,0, , ,1,1,0, , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,31410,0,0,0,7681.79,0,7680.32
1960252315,1,01,1,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,200,0,0,0,48.91,0,46.95
1960252401,1,01,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , ,10257,3000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1564,574,0,6800,382.49,140.38,0,1663.04,0,1138.69
1960252401,1,01,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,75920,3000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,5440,5324,0,6990,1330.43,1302.06,0,1709.51,921.52,0
1960252401,1,01,2,6,1, ,2, , , , , , , , ,5,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,200,0,0,0,48.91,0,0,46.95,0
1960252403,1,02,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,2000,2000,2, , , , , , , , ,5600,06, , ,2, , , , , , , , , ,2,4,200,2133,0,2800,48.91,521.65,0,684.78,0,111.52
1960252403,1,02,1,5,1,2,2, , , , , , , , ,4,0, , , , , , , , , , , ,5000, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
1960252403,1,02,2,6,1, ,2, , , , , , , , ,4,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,260,0,0,0,63.58,0,0,61.63,0
1960252404,1,01,1,4,1, ,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , , ,2000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,1000,0,0,0,244.56,0,243.58
1960252404,1,01,1,5,1,1,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , ,10000,1000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,10332,0,1040,0,2526.84,0,254.34,2271.52,0
1960252404,1,01,2,6,1, ,2, , , , , , , , ,7,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,400,0,0,0,97.82,0,0,96.84,0
1960252405,1,01,1,4,1, ,2, , , , , , , , ,4,2,2,0,0, , ,2,2,0,0, , , ,1800,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,1600,0,0,0,391.3,0,390.32
1960252405,1,01,1,5,1,1,2, , , , , , , , ,4,2,2,0,0, , ,2,2,0,0, , ,40000,3000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,2720,4152,0,1240,665.21,1015.43,0,303.26,1376.41,0
1960252405,1,01,2,6,1, ,2, , , , , , , , ,4,2,2,0,0, , ,2,2,0,0, , ,1000,800,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,150,1300,0,0,36.68,317.93,0,0,352.17,0
1960252908,1,01,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , ,300, ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,1200,0,0,400,293.47,0,0,97.82,193.69,0
1960252909,1,01,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , , ,2, , , , , , , , ,6000,08, , ,2, , , , , , , , , ,2,4,0,0,0,400,0,0,0,97.82,0,96.84
1960252909,1,01,1,5,1,1,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , ,60000,3000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,2880,0,0,0,704.34,0,704.34
1960257202,1,01,1,6,1, ,2, , , , , , , , ,1,1,0,1,1,0,1,0, , ,0, , , , ,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,19720,360,0,6900,4875.82,89.01,0,1706.04,3257.8,0
1960257514,1,01,1,4,1, ,2, , , , , , , , ,4,1,1,0,1,1,0,0, , ,0, , , ,10000,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,0,0,3560,0,0,0,870.65,0,868.69
1960257514,1,01,1,5,1,1,2, , , , , , , , ,4,1,1,0,1,1,0,0, , ,0, , ,236000,36000,2, , , , , , , , ,7200,06, , ,2, , , , , , , , , ,2,4,14000,150,0,14400,3423.91,36.68,0,3521.73,0,58.69
1960257618,1,02,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,2300,200,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,0,476,0,200,0,117.04,0,49.18,67.86,0
1960257619,1,01,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1800,2, , , , , , , , ,8000,08, , ,1,2016,4,800, , , , , , ,2,4,0,0,0,1800,0,0,0,442.62,0,442.62
1960257619,1,01,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,9350,400,2, , , , , , , , ,8000,08, , ,2, , , , , , , , , ,2,4,8500,850,0,180,2090.16,209.01,0,44.26,2254.42,0
1960257707,1,01,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , ,11100,2, , , , , , , , ,2400,05, , ,2, , , , , , , , , ,2,4,0,0,0,11100,0,0,0,2729.5,0,2729.5
1960257707,1,01,1,5,1,1,2, , , , , , , , ,1,6,2,4,1,1,0,5,1,4,0, , ,729250,800,1, , , ,3440, , , , , , , , ,2, , , , , , , , , ,2,4,92800,2154,0,75000,22819.67,529.67,0,18442.62,4904.26,0
1960257708,1,02,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,18250,750,2, , , , , , , , , , , , ,2, , , , , , , , , ,2,4,3000,0,0,21250,737.7,0,0,5225.4,0,4485.24
