folioviv,foliohog,clave,gasto,pago_mp,gasto_tri
1403593205,1,TB01,2000, ,5806.45
1403593205,1,TB02,743, ,2157.09
1404034206,1,TB03,649, ,1884.19
1404034206,1,TB02,824, ,2392.25
1404086502,1,TB05,2000, ,5806.45
1404086502,1,TB13,4000,0,1956.52
1404086502,1,TB12,4000,0,1956.52
1404086502,1,TB11,900,0,440.21
1404086502,1,TB09,530,0,518.47
1404086502,1,TB07,500, ,1451.61
1404086505,1,TB05,680, ,1974.19
1404129605,1,TB08,800,800,782.6
1404589802,1,TB14,13200,2200,6491.8
1404589802,1,TB05,5600, ,16800
1404589802,1,TB08,4400,4400,4304.34
1404781503,1,TB11,700,0,342.39
1404787802,1,TB08,2500,2500,2445.65
1404787806,1,TB11,17000,0,8360.65
1404790404,1,TB08,1220,1220,1193.47
1404940306,1,TB11,10000,10000,4891.3
1405090502,1,TB11,4500,0,2201.08
1405455904,1,TB08,4500,800,4402.17
1405462301,1,TB03,280, ,812.9
1405462301,1,TB10,7000,7000,6847.82
1405462301,1,TB11,1750,1750,855.97
1405462301,1,TB02,359, ,1042.25
1405562802,1,TB12,180,180,88.52
1405630402,1,TB10,2500,150,2445.65
1405713305,1,TB11,7700,0,3766.3
1405713306,1,TB12,7500,0,3668.47
1405880305,1,TB01,2000, ,5806.45
1405880305,1,TB08,2806,2306,2744.99
1405880305,1,TB12,5300,5300,2592.39
1405880305,1,TR12,5000,5000,2445.65
1406033901,1,TB02,180, ,522.58
1406033901,1,TB03,753, ,2186.12
1406033901,1,TB11,8400,0,4108.69
1406201005,1,TB04,270, ,783.87
1406201005,1,TB01,3000, ,8709.67
1406386601,1,TB08,650,650,635.86
1406386604,1,TB08,900,900,880.43
1406390803,1,TB03,549, ,1647
1406390803,1,TB07,800, ,2400
1406390803,1,TB01,585, ,1755
1406390803,1,TB12,280,0,137.7
1406390803,1,TB09,755,755,738.58
1406390803,1,TB08,650,0,635.86
1406390806,1,TB08,1950,300,1907.6
1406391401,1,TB08,250,0,244.56
1406430202,1,TB01,2000, ,5806.45
1406718504,1,TB08,3150,1050,3081.52
1406724703,1,TB12,16000,0,7868.85
1406724703,1,TB11,9000,0,4426.22
1406724703,1,TB08,1400,0,1369.56
1406735505,1,TB07,989, ,2871.29
1406735505,1,TB02,200, ,580.64
1406859806,1,TB10,155000,155000,151630.43
1407089305,1,TB01,5000, ,14516.12
1407089305,1,TB03,1138, ,3303.87
1407089305,1,TB02,643, ,1866.77
1407249703,1,TB01,360, ,1080
1407249703,1,TB10,150,150,146.73
1407249703,1,TB12,750,750,368.85
1407249703,1,TB02,370, ,1110
1407249703,1,TB03,325, ,975
1407249703,1,TB05,3100, ,9300
1407249703,1,TB04,150, ,450
1407249703,1,TB09,200,200,195.65
1407348501,1,TB12,13000,13000,6358.69
1407393606,1,TB12,10800,0,5311.47
1407455405,1,TB13,5000,2000,2445.65
1407630303,1,TB13,4000,0,1956.52
1407630303,1,TB12,11200,0,5478.26
1407662404,1,TB13,350,350,171.19
1407662404,1,TB08,1925,1925,1883.15
1407662404,1,TB03,1798, ,5219.99
1407662404,1,TB02,2765, ,8027.41
1407662404,1,TB07,850, ,2467.74
1407698704,1,TB09,650,0,635.86
1407698704,1,TB08,1550,0,1516.3
1407698704,1,TB07,670, ,2010
1407698704,1,TB04,5172, ,15516
1407698704,1,TB03,390, ,1170
1407698704,1,TB13,2000,0,983.6
1407698704,1,TB12,700,0,344.26
1407698704,1,TB11,7100,0,3491.8
1407698704,1,TB10,70,0,68.47
1407698704,1,TB14,4200,0,2065.57
1407758502,1,TB04,299, ,868.06
1407955601,1,TB03,1576, ,4728
1407955603,1,TB02,975, ,2925
1407955603,1,TB03,3682, ,11046
1407955605,1,TB02,948, ,2844
1407955605,1,TB08,1970,1350,1927.17
1407955605,1,TB09,5000,5000,4891.3
1408006801,1,TB11,4500,0,2213.11
1408206301,1,TB08,4350,2100,4255.43
1408249002,1,TB05,4700, ,13645.16
1408249002,1,TB07,2376, ,6898.06
1408269602,1,TB08,5000,5000,4891.3
1408269602,1,TB03,2000, ,6000
1408321205,1,TB02,579, ,1680.96
1408321205,1,TB03,343, ,995.8
1408321205,1,TB08,200,200,195.65
1408321205,1,TB10,3300,1100,3228.26
1408321205,1,TB13,1950,0,964.28
1408371503,1,TB12,900,900,440.21
1408371503,1,TB11,2200,0,1076.08
1408371503,1,TB10,900,300,880.43
1408371503,1,TB08,580,580,567.39
1408371503,1,TB05,2000, ,5806.45
1408371503,1,TB04,199, ,577.74
1408371504,1,TB07,350, ,1016.12
1408371504,1,TB10,2400,1000,2347.82
1408371504,1,TB06,1400, ,4064.51
1408371504,1,TB04,169, ,490.64
1408371506,1,TB08,1500,1500,1467.39
1408371506,1,TB09,500,500,489.13
1408386603,1,TB13,2400,0,1180.32
1408386603,1,TB03,400, ,1200
1408386603,1,TB02,240, ,720
1408386604,1,TB01,1000, ,3000
1408386604,1,TB13,5000,0,2459.01
1408440802,1,TB01,1000, ,3000
1408440802,1,TB03,1327, ,3981
1408440802,1,TB07,1550, ,4650
1408440802,1,TB02,1330, ,3990
1408440803,1,TB08,1700,0,1663.04
1408503402,1,TB04,450, ,1306.45
1408503406,1,TB05,980, ,2845.16
1408768205,1,TB13,2500,0,1236.26
1408768205,1,TB02,158, ,458.7
1408768205,1,TB12,14000,0,6923.07
1408768205,1,TB08,330,330,322.82
1408768205,1,TB07,666, ,1933.54
1408768205,1,TB03,350, ,1016.12
1408768205,1,TB04,150, ,435.48
1408768205,1,TB05,2345, ,6808.06
1408796501,1,TB08,1900,400,1858.69
1408796502,1,TB03,381, ,1106.12
1408796502,1,TB02,515, ,1495.16
1408796502,1,TB01,700, ,2032.25
1408796505,1,TB11,1200,0,586.95
1408796505,1,TB08,2500,0,2445.65
1408796506,1,TB11,300,300,146.73
1408796506,1,TB08,370,370,361.95
1409142302,1,TB11,7500,1250,3668.47
1409142302,1,TB07,1292, ,3750.96
1409142304,1,TB03,939, ,2726.12
1409142304,1,TB02,701, ,2035.16
1409207201,1,TB14,6000,0,2967.03
1409207201,1,TB12,10000,0,4945.05
1409220701,1,TB11,2200,2200,1081.96
1409508003,1,TB01,4000, ,11612.9
1409508005,1,TB07,600, ,1741.93
1409616503,1,TB01,3000, ,8709.67
1409616503,1,TB08,1900,1900,1858.69
1409616503,1,TB13,24000,0,11739.13
1409690506,1,TB11,2000,1000,978.26
1409690701,1,TB13,4000,0,1967.21
1409730205,1,TB11,2500,0,1236.26
1409869918,1,TB05,6000, ,17419.35
1410254604,1,TB13,4500,0,2213.11
1410254612,1,TB02,479, ,1437
1410254612,1,TB12,260,260,127.86
1410254612,1,TB10,3450,3450,3374.99
1410254612,1,TB03,769, ,2307
1410929816,1,TB08,900,900,880.43
1410929820,1,TB14,5000,0,2459.01
1410929820,1,TB13,1800,1800,885.24
1410929820,1,TB09,1600,0,1565.21
1411056822,1,TB08,180,180,176.08
1411392216,1,TB08,750,750,733.69
1411415810,1,TB13,18500,0,9098.36
1411415822,1,TB13,1800,1800,885.24
1411415822,1,TB09,480,480,469.56
1411415822,1,TB08,1040,840,1017.39
1411415904,1,TB08,970,970,948.91
1411637805,1,TB08,5007,5007,4898.15
1411678202,1,TB03,1470, ,4267.74
1411678202,1,TB02,1055, ,3062.9
1411678202,1,TB08,1017,1017,994.89
1411831309,1,TB08,5178,4998,5065.43
1411831309,1,TB03,266, ,772.25
1411917819,1,TB08,3072,3072,3005.21
1411917819,1,TB05,5000, ,15000
1412016505,1,TB02,85, ,246.77
1412016505,1,TB03,389, ,1129.35
1412041605,1,TR01,202, ,606
1412041605,1,TB07,490, ,1470
1412041605,1,TB13,3500,0,1721.31
1412041605,1,TB11,2500,0,1229.5
1412041605,1,TB09,650,650,635.86
1412041605,1,TB08,1200,1200,1173.91
1412041605,1,TB05,500, ,1500
1412041605,1,TB02,334, ,1002
1412041605,1,TB03,338, ,1014
1412219007,1,TB02,1488, ,4319.99
1412219007,1,TB03,882, ,2560.64
1412219310,1,TB08,800,400,782.6
1412330310,1,TB10,1300,1300,1271.73
1412330310,1,TB08,2250,2250,2201.08
1413013307,1,TB01,3500, ,10161.29
1413493801,1,TB08,400,100,391.3
1414075214,1,TB09,1350,0,1320.65
1414075214,1,TB12,17199,0,8504.99
1414075214,1,TB08,5520,4630,5399.99
1414122202,1,TB08,2200,400,2152.17
1414122711,1,TB12,1200,1200,590.16
1414177401,1,TB10,5000,5000,4891.3
1414177401,1,TB08,3780,3780,3697.82
1414271403,1,TB08,3000,3000,2934.78
1414271912,1,TB12,9500,0,4646.73
1414347211,1,TB11,10000,850,4945.05
1414347708,1,TB08,1280,1280,1252.17
1414347724,1,TB11,600,120,295.08
1414347724,1,TB12,6500,400,3196.72
1414474408,1,TB08,800,800,782.6
1414474412,1,TB13,3200,3200,1565.21
1414474606,1,TB05,3500, ,10500
1414479302,1,TB08,1259,0,1231.63
1414479302,1,TB12,666,0,325.76
1414722518,1,TB02,365, ,1059.67
1414722518,1,TB08,1450,1150,1418.47
1414722518,1,TB03,412, ,1196.12
1414722705,1,TB14,5000,5000,2459.01
1460017013,1,TB13,5000,0,2445.65
1460017707,1,TB11,5000,0,2459.01
1460017707,1,TB08,1600,1600,1565.21
1460017715,1,TB08,2990,1060,2924.99
1460026402,1,TB08,4000,0,3913.04
1460031506,1,TB05,1000, ,2903.22
1460031506,1,TB03,775, ,2249.99
1460304419,1,TB12,5000,0,2445.65
1460304423,1,TB13,7800,0,3815.21
1460355207,1,TB03,3000, ,8709.67
1460355208,1,TB10,800,800,782.6
1460355208,1,TB07,400, ,1161.29
1460355208,1,TB05,2000, ,5806.45
1460355208,1,TB03,340, ,987.09
1460355208,1,TB02,90, ,261.29
1460355208,1,TB01,500, ,1451.61
1460355713,1,TB07,1150, ,3450
1460355713,1,TB06,920, ,2760
1460355713,1,TB12,15000,0,7377.04
1460355716,1,TB01,230, ,690
1460550606,1,TB11,34000,34000,16721.31
1460550807,1,TB05,1100, ,3300
1460550807,1,TR03,280, ,840
1460550807,1,TB04,235, ,705
1460550807,1,TB03,72, ,216
1460550807,1,TB02,1162, ,3486
1460550921,1,TB05,240, ,696.77
1460791513,1,TB08,1386,660,1355.86
1460878510,1,TB09,6730,0,6583.69
1460878510,1,TB08,1945,980,1902.71
1460891913,1,TB14,800,0,391.3
1461200421,1,TB11,8400,1410,4108.69
1461227502,1,TB11,1200,400,586.95
1461264019,1,TB05,1000, ,2903.22
1461264019,1,TB06,1000, ,2903.22
1461287708,1,TB12,6250,1250,3073.77
1500149406,1,TB02,568, ,1649.03
1500149406,1,TB03,706, ,2049.67
1500389302,1,TB12,13000,400,6358.69
1500389302,1,TB08,1300,900,1271.73
1500389302,1,TB04,2060, ,5980.64
1500389302,1,TB02,300, ,870.96
1500389303,1,TB13,2500,2500,1222.82
1500389303,1,TB15,36000,6000,17608.69
1500389303,1,TB12,13500,0,6603.26
1500389303,1,TB10,300,0,293.47
1500389303,1,TB08,2450,1050,2396.73
1500389303,1,TB07,800, ,2322.58
1500389303,1,TB04,2720, ,7896.77
1500389303,1,TB01,8000, ,23225.8
1500389303,1,TB03,380, ,1103.22
1500389305,1,TB08,26594,11097,26015.86
1500389305,1,TB13,10160,0,4969.56
1500389305,1,TB01,3000, ,8709.67
1500578903,1,TB14,18000,18000,8804.34
1500578904,1,TB08,10700,10700,10467.39
1500578904,1,TB11,4000,0,1956.52
1500578904,1,TB13,6000,1500,2934.78
1500578906,1,TB03,2109, ,6122.9
1500578906,1,TB02,899, ,2609.99
1500578906,1,TB12,8200,8200,4010.86
1500578906,1,TB04,5700, ,16548.38
1500818401,1,TB08,3238,3238,3167.6
1500818401,1,TB07,870, ,2525.8
1500818401,1,TB05,1100, ,3193.54
1500818401,1,TB01,200, ,580.64
1500818401,1,TB10,9950,9650,9733.69
1502171204,1,TB07,1070, ,3106.45
1502171204,1,TB04,5440, ,15793.54
1502171204,1,TB03,40, ,116.12
1502171204,1,TB02,50, ,145.16
1505085603,1,TB03,631, ,1893
1505085603,1,TB02,441, ,1323
1505233303,1,TB13,18000,18000,8804.34
1505233303,1,TB12,8890,3090,4348.36
1505233303,1,TB11,5800,5800,2836.95
1505233303,1,TB10,228,228,223.04
1505233303,1,TB09,875,875,855.97
1505233303,1,TB08,2308,1808,2257.82
1505233303,1,TB07,995, ,2888.7
1505233303,1,TB05,1200, ,3483.87
1505233303,1,TB03,2239, ,6500.32
1505233303,1,TB02,470, ,1364.51
1505683305,1,TB11,8000,500,3913.04
1505683305,1,TB08,1500,1500,1467.39
1507546903,1,TB13,29000,2000,14184.78
1507697004,1,TB02,796, ,2310.96
1507697004,1,TB05,3000, ,8709.67
1507697004,1,TB03,174, ,505.16
1507772201,1,TB12,500,0,247.25
1507772203,1,TB02,418, ,1213.54
1507902602,1,TB13,500,500,245.9
1507902604,1,TB08,500,200,489.13
1508974805,1,TB03,812, ,2436
1508974805,1,TB02,292, ,876
1508974805,1,TB11,12550,2600,6172.13
1509129703,1,TB04,250, ,750
1509657802,1,TB03,429, ,1287
1509657802,1,TB04,4000, ,12000
1509657802,1,TB02,470, ,1410
1509657806,1,TB04,2600, ,7800
1509657806,1,TB03,294, ,882
1509657806,1,TB02,100, ,300
1510837805,1,TB09,500,0,489.13
1511422206,1,TB13,1200,1200,593.4
1511422206,1,TB08,1580,0,1545.65
1512065602,1,TB12,400,400,196.72
1512065602,1,TB10,4120,1840,4030.43
1512945704,1,TB08,600,0,586.95
1514733405,1,TB01,1000, ,2903.22
1514733405,1,TB05,600, ,1741.93
1514733405,1,TB13,2300,1600,1124.99
1514733405,1,TR01,350, ,1016.12
1514733405,1,TB03,355, ,1030.64
1514733405,1,TB02,118, ,342.58
1514733405,1,TB08,85,85,83.15
1514756304,1,TB01,5000, ,14516.12
1514756304,1,TR08,360,120,352.17
1514756304,1,TB12,160,160,78.26
1514756304,1,TB10,2300,2300,2249.99
1514756304,1,TB09,500,0,489.13
1514756304,1,TB07,1800, ,5225.8
1515103203,1,TB08,1820,0,1780.43
1515120701,1,TB01,100, ,300
1515120703,1,TB03,317, ,951
1515120703,1,TB02,350, ,1050
1515203702,1,TB12,200,200,98.36
1515659401,1,TB10,5700,5700,5576.08
1515659403,1,TB14,20560,0,10056.52
1515659403,1,TR01,5000, ,14516.12
1515659403,1,TB13,4800,0,2347.82
1515659403,1,TB11,2200,733,1076.08
1515659403,1,TB08,1497,0,1464.45
1515659403,1,TB07,1790, ,5196.77
1515659403,1,TB05,8400, ,24387.09
1515659403,1,TB03,2340, ,6793.54
1515659403,1,TB02,1418, ,4116.77
1515659403,1,TB01,9000, ,26129.03
1515682501,1,TB03,1300, ,3774.19
1515682502,1,TB01,1600, ,4645.16
1515682502,1,TB02,222, ,644.51
1515682502,1,TB03,243, ,705.48
1515930305,1,TB01,2000, ,5806.45
1515930305,1,TB06,2000, ,5806.45
1515931005,1,TB11,2500,2500,1222.82
1515931005,1,TB04,6000, ,17419.35
1515931005,1,TB01,1000, ,2903.22
1515931005,1,TB14,1000,1000,489.13
1515982305,1,TB08,5000,5000,4891.3
1515982305,1,TB01,2000, ,5806.45
1515982305,1,TB03,900, ,2612.9
1516294302,1,TB02,577, ,1675.16
1516294302,1,TB04,2500, ,7258.06
1517097003,1,TB02,1360, ,3948.38
1517097003,1,TB03,1220, ,3541.93
1517097003,1,TB11,800,800,391.3
1517811204,1,TB08,533,533,521.41
1517811206,1,TB10,80,80,78.26
1517811206,1,TB08,6300,6300,6163.04
1517811206,1,TB07,1400, ,4064.51
1517811206,1,TB04,31400, ,91161.29
1517811206,1,TB03,500, ,1451.61
1517811206,1,TB02,570, ,1654.83
1518620804,1,TB01,2000, ,6000
1518994505,1,TB04,24368, ,70745.8
1518994505,1,TB03,260, ,754.83
1518994505,1,TB02,123, ,357.09
1518994505,1,TB01,3000, ,8709.67
1520427403,1,TB11,9000,480,4402.17
1520542202,1,TB12,4000,1000,1978.02
1520542512,1,TB03,520, ,1509.67
1520542512,1,TB02,590, ,1712.9
1520603802,1,TB02,1500, ,4500
1520603802,1,TB03,110, ,330
1522931301,1,TB08,2850,0,2788.04
1522931301,1,TB09,400,400,391.3
1522931301,1,TB03,570, ,1654.83
1522931302,1,TB07,949, ,2755.16
1523155704,1,TB13,3000,0,1475.4
1523155704,1,TB05,4900, ,14700
1523155704,1,TB03,2192, ,6576
1523747506,1,TB01,500, ,1451.61
1523747506,1,TB04,3000, ,8709.67
1524225206,1,TB13,12000,2000,5934.06
1524386823,1,TB12,13000,13000,6393.44
1525615203,1,TR02,500, ,1451.61
1525615716,1,TB01,900, ,2700
1525940803,1,TB05,260, ,780
1525940803,1,TB13,9150,1500,4499.99
1526367612,1,TB11,6780,1130,3334.42
1526971304,1,TB15,3000,0,1467.39
1560060309,1,TB03,2564, ,7443.87
1560060309,1,TB09,300,0,293.47
1560060309,1,TB10,3200,0,3130.43
1560060309,1,TB11,5000,0,2445.65
1560060309,1,TB12,250,0,122.28
1560060309,1,TB13,2500,0,1222.82
1560060309,1,TB02,548, ,1590.96
1560060309,1,TB08,11957,2200,11697.06
1560060309,1,TB05,1948, ,5655.48
1560060309,1,TB04,275, ,798.38
1560210709,1,TB06,500, ,1500
1560210709,1,TB07,600, ,1800
1560341718,1,TB02,471, ,1413
1560341718,1,TB05,1500, ,4500
1560341718,1,TB07,3037, ,9111
1560341718,1,TB09,100,100,97.82
1560341718,1,TB10,9056,3106,8859.13
1560341718,1,TB13,8200,0,4032.78
1560341722,1,TB08,550,550,538.04
1560422619,1,TB09,2000,0,1956.52
1560616404,1,TB08,160,160,156.52
1560987201,1,TB13,4000,0,1978.02
1560987620,1,TB11,4300,0,2114.75
1560987620,1,TB12,11000,0,5409.83
1561028208,1,TB08,6800,2200,6652.17
1561028208,1,TB11,6000,0,2967.03
1561069202,1,TB01,2000, ,5806.45
1561069722,1,TB08,500,72,489.13
1561073301,1,TB10,400,0,391.3
1561073301,1,TB12,389,389,190.27
1561317207,1,TB14,7500,1070,3708.79
1561525412,1,TB05,100, ,290.32
1561566821,1,TB06,1000, ,3000
1561566821,1,TB05,2550, ,7650
1561566821,1,TB03,332, ,996
1561566821,1,TB02,292, ,876
1561566821,1,TB04,870, ,2610
1561566821,1,TB07,1800, ,5400
1561912924,1,TR08,380,380,371.73
1600113704,1,TB12,8000,0,3934.42
1600113704,1,TB08,800,800,782.6
1600113704,1,TB01,1500, ,4500
1600113704,1,TB03,350, ,1050
1600113704,1,TB04,800, ,2400
1600113704,1,TB05,1000, ,3000
1600282304,1,TB10,6500,6500,6358.69
1600377001,1,TB01,3000, ,8709.67
1600377001,1,TB05,2000, ,5806.45
1600377001,1,TB08,2400,2400,2347.82
1600377001,1,TB10,2550,850,2494.56
1600377001,1,TB13,2000,0,978.26
1600377001,1,TR01,2000, ,5806.45
1600455202,1,TB03,593, ,1721.61
1600455202,1,TB07,5000, ,14516.12
1600455202,1,TB10,480,480,469.56
1600455202,1,TB02,300, ,870.96
1600455204,1,TB03,1152, ,3344.51
1600455204,1,TB02,547, ,1588.06
1600691906,1,TB09,14500,1500,14184.78
1600703302,1,TB08,8100,2400,7923.91
1600703303,1,TB08,6000,6000,5869.56
1600834804,1,TB02,598, ,1794
1600834804,1,TB13,3200,0,1573.77
1600834804,1,TB11,600,0,295.08
1600834804,1,TB10,365,50,357.06
1600834804,1,TB09,259,259,253.36
1600834804,1,TB08,2073,0,2027.93
1600834804,1,TB05,1900, ,5700
1600834804,1,TB03,406, ,1218
1600850402,1,TB05,500, ,1451.61
1600850403,1,TB08,3000,2250,2934.78
1600852604,1,TB11,1000,0,491.8
1600909402,1,TB08,800,0,782.6
1600912905,1,TB05,1800, ,5225.8
1600912905,1,TB11,13000,13000,6358.69
1600912905,1,TB07,800, ,2322.58
1600918304,1,TR01,600, ,1741.93
1600918304,1,TB12,2910,0,1423.36
1600918304,1,TB11,994,0,486.19
1600918304,1,TB07,618, ,1794.19
1600918304,1,TB05,4500, ,13064.51
1600918304,1,TB04,320, ,929.03
1600918304,1,TB03,395, ,1146.77
1600918304,1,TB02,417, ,1210.64
1601079604,1,TB11,2000,0,983.6
1601079604,1,TB03,70, ,210
1601079604,1,TB02,400, ,1200
1601139404,1,TB08,2500,0,2445.65
1601139404,1,TB05,1000, ,2903.22
1601252701,1,TB08,3000,0,2934.78
1601252701,1,TB12,14000,14000,6885.24
1601252704,1,TB09,150,150,146.73
1601252704,1,TB08,4150,3900,4059.78
1601252704,1,TB07,1200, ,3600
1601252704,1,TR12,200,200,98.36
1601252704,1,TB06,75, ,225
1601252704,1,TB05,2000, ,6000
1601252704,1,TB10,15383,4967,15048.58
1601252704,1,TB11,78500,77000,38606.55
1601252704,1,TB12,20350,20350,10008.19
1601252704,1,TR02,240, ,720
1601252704,1,TR03,600, ,1800
1601252704,1,TB01,4600, ,13800
1601252704,1,TB03,6870, ,20610
1601252704,1,TB02,2685, ,8055
1601454902,1,TB11,970,0,474.45
1601454902,1,TB08,600,600,586.95
1601454902,1,TB03,329, ,955.16
1601454902,1,TB06,2000, ,5806.45
1601454902,1,TB02,375, ,1088.7
1601454902,1,TB01,2000, ,5806.45
1601629701,1,TB03,25, ,75
1601629701,1,TB12,2700,0,1327.86
1601713406,1,TB01,6000, ,17419.35
1601778302,1,TB08,2110,0,2064.13
1601819004,1,TB03,520, ,1509.67
1601819004,1,TB08,2879,0,2816.41
1601819004,1,TB02,599, ,1739.03
1601844204,1,TB08,160,0,156.52
1601845204,1,TB01,1100, ,3193.54
1601860703,1,TR10,2100,700,2054.34
1601917702,1,TB11,900,450,442.62
1602001506,1,TB02,633, ,1837.74
1602001506,1,TB03,695, ,2017.74
1602012605,1,TB13,22000,22000,10819.67
1602026601,1,TB08,3000,3000,2934.78
1602227906,1,TB09,170,170,166.3
1602227906,1,TB02,545, ,1582.25
1602227906,1,TB03,408, ,1184.51
1602340601,1,TB04,141, ,423
1602340605,1,TB08,2300,0,2249.99
1602387402,1,TB08,2688,2688,2629.56
1602387406,1,TB11,1600,0,782.6
1602387406,1,TB08,1490,0,1457.6
1602387406,1,TB09,330,0,322.82
1602423302,1,TB11,10000,0,4891.3
1602423303,1,TB08,300,0,293.47
1602423306,1,TB09,70,70,68.47
1602423306,1,TB01,550, ,1596.77
1602510703,1,TB08,1100,1100,1076.08
1602510703,1,TB02,1120, ,3360
1602510705,1,TB11,13000,1000,6393.44
1602510705,1,TB12,7800,650,3836.06
1602528504,1,TB05,3000, ,8709.67
1602563606,1,TB12,6000,0,2950.81
1602563606,1,TB11,13500,0,6639.34
1602587401,1,TB12,8000,500,3913.04
1602587406,1,TB12,8000,430,3913.04
1602897004,1,TB05,6600, ,19161.29
1602897319,1,TB13,7440,1240,3639.13
1603089305,1,TB08,1360,460,1330.43
1603089306,1,TB10,3000,0,2934.78
1603107205,1,TB08,150,150,146.73
1603366213,1,TB13,1800,0,890.1
1603366213,1,TB10,1000,0,978.26
1603366213,1,TB09,500,0,489.13
1603366213,1,TB08,4850,4850,4744.56
1603366503,1,TB12,13800,2000,6749.99
1603366616,1,TB07,451, ,1353
1603366616,1,TB08,1310,130,1281.52
1603366624,1,TB12,16000,0,7868.85
1603645524,1,TB08,2900,2900,2836.95
1603645711,1,TB08,6864,500,6714.78
1603645711,1,TB03,500, ,1500
1603645715,1,TB02,535, ,1605
1603645715,1,TB03,620, ,1860
1603670821,1,TB11,3900,650,1918.03
1603670821,1,TB10,270,0,264.13
1603714919,1,TB05,4800, ,13935.48
1603736609,1,TB01,1500, ,4500
1603736920,1,TB12,4500,0,2201.08
1603872521,1,TB05,5500, ,15967.74
1603872811,1,TB01,3600, ,10800
1603888403,1,TB09,6000,0,5869.56
1603888605,1,TB12,19000,0,9344.26
1603888609,1,TB05,1500, ,4500
1603917219,1,TB08,4700,1500,4597.82
1603917219,1,TB11,999,333,494.01
1603917219,1,TB12,5500,0,2719.78
1603917301,1,TB05,1300, ,3774.19
1603917301,1,TB08,11800,8000,11543.47
1603917301,1,TR09,1200,1200,1173.91
1603917301,1,TR08,550,250,538.04
1603917301,1,TB13,9432,0,4613.47
1603917301,1,TB09,1300,1300,1271.73
1603954222,1,TB05,3910, ,11351.61
1603954222,1,TB02,700, ,2032.25
1603954222,1,TB03,1400, ,4064.51
1603954512,1,TB03,373, ,1082.9
1603954512,1,TB02,285, ,827.41
1603954707,1,TB01,500, ,1500
1603954707,1,TB02,320, ,960
1603954707,1,TB11,3200,0,1573.77
1603970621,1,TR08,800,0,782.6
1603970621,1,TB08,1600,0,1565.21
1604065019,1,TB09,2800,0,2739.13
1604197501,1,TB02,242, ,702.58
1604197501,1,TB03,353, ,1024.83
1604197501,1,TB05,300, ,870.96
1604197501,1,TB01,2400, ,6967.74
1604197803,1,TB08,400,400,391.3
1604199208,1,TB12,12200,0,6032.96
1604199208,1,TR01,5000, ,14516.12
1604199208,1,TB13,6900,2500,3412.08
1604199208,1,TB10,2800,2800,2739.13
1604199208,1,TB07,550, ,1596.77
1604199208,1,TB06,980, ,2845.16
1604199208,1,TB05,2000, ,5806.45
1604199208,1,TB03,622, ,1805.8
1604199208,1,TB02,2159, ,6268.06
1604199208,1,TB01,5000, ,14516.12
1604199212,1,TB14,1100,1100,543.95
1604199212,1,TB07,1250, ,3629.03
1604199216,1,TB12,6500,6500,3214.28
1604199216,1,TB01,5000, ,14516.12
1604210305,1,TB03,297, ,862.25
1604210305,1,TB02,273, ,792.58
1604294603,1,TB11,1133,0,557.21
1604294603,1,TB12,100,100,49.18
1604294603,1,TB14,5200,0,2557.37
1604294603,1,TR10,18500,6500,18097.82
1604294603,1,TR08,2049,575,2004.45
1604294603,1,TR03,200, ,600
1604294603,1,TR02,900, ,2700
1604294603,1,TB09,480,0,469.56
1604294603,1,TB08,1963,1195,1920.32
1604294603,1,TB05,8059, ,24177
1604294603,1,TB03,371, ,1113
1604294603,1,TB02,431, ,1293
1604294603,1,TR11,4900,0,2409.83
1604294603,1,TR12,11750,0,5778.68
1604575507,1,TB08,530,0,518.47
1604955411,1,TB08,1300,1300,1271.73
1604955411,1,TB11,3600,0,1760.86
1604955802,1,TB08,480,0,469.56
1605073406,1,TB05,3500, ,10161.29
1605120802,1,TB08,1200,1200,1173.91
1605120804,1,TB13,163000,0,80163.93
1605120804,1,TB07,965, ,2895
1605120804,1,TB09,1900,1900,1858.69
1605202202,1,TB08,1360,1360,1330.43
1605202202,1,TR08,250,250,244.56
1605204810,1,TB08,220,220,215.21
1605204904,1,TB08,1610,0,1574.99
1605707905,1,TR10,600,0,586.95
1605708611,1,TB01,1800, ,5400
1605708611,1,TB02,476, ,1428
1605708611,1,TB03,443, ,1329
1606172213,1,TB04,1600, ,4645.16
1606172213,1,TB05,1500, ,4354.83
1606172213,1,TB07,1559, ,4526.12
1606172213,1,TB14,7100,2500,3510.98
1606172213,1,TB10,644,184,629.99
1606172213,1,TB11,3500,0,1730.76
1606172213,1,TB08,8560,2540,8373.91
1606172221,1,TB02,665, ,1930.64
1606172221,1,TB03,476, ,1381.93
1606172507,1,TB11,17000,17000,8315.21
1606172620,1,TB08,400,0,391.3
1606193510,1,TB09,800,0,782.6
1660176401,1,TR12,9000,9000,4402.17
1660176401,1,TB01,1000, ,2903.22
1660176404,1,TB11,5000,280,2445.65
1660176405,1,TB02,550, ,1596.77
1660176405,1,TR01,2900, ,8419.35
1660176405,1,TB13,10000,0,4891.3
1660176405,1,TB11,60000,10000,29347.82
1660176405,1,TB09,8000,8000,7826.08
1660176405,1,TB05,5000, ,14516.12
1660176405,1,TB03,560, ,1625.8
1660176405,1,TB01,1000, ,2903.22
1660200517,1,TB05,600, ,1741.93
1660646213,1,TB09,5000,5000,4891.3
1660646616,1,TB11,3700,3700,1819.67
