folioviv,foliohog,clave,gasto,pago_mp,gasto_tri
2801393901,1,TB03,130, ,377.41
2801393901,1,TB02,108, ,313.54
2801461203,1,TB08,500,500,489.13
2801749402,1,TR08,120,120,117.39
2801803304,1,TB01,12500, ,36290.32
2801803304,1,TB03,1620, ,4703.22
2801803304,1,TB02,780, ,2264.51
2802018804,1,TB12,3900,0,1918.03
2802018804,1,TB11,9600,0,4721.31
2802018804,1,TB08,350,0,342.39
2802062903,1,TB11,9600,9600,4695.65
2802165704,1,TB08,1250,1250,1222.82
2802230605,1,TB11,3200,3200,1573.77
2802294902,1,TB12,5000,0,2445.65
2802294903,1,TB11,1289,0,630.48
2802294904,1,TB11,9000,0,4402.17
2802294906,1,TB11,23000,0,11249.99
2802364204,1,TB11,1500,0,741.75
2802364204,1,TB08,600,600,586.95
2802496503,1,TB08,315,105,308.15
2802505803,1,TB12,500,0,245.9
2802505803,1,TB14,44700,450,21983.6
2802505803,1,TB15,2700,450,1327.86
2802505803,1,TB01,4300, ,12900
2802505803,1,TB07,6650, ,19950
2802505803,1,TB03,1140, ,3420
2802505803,1,TB04,3096, ,9288
2802505803,1,TB05,4000, ,12000
2802505803,1,TB10,1730,930,1692.39
2802505803,1,TB02,1151, ,3453
2802505803,1,TB08,8700,560,8510.86
2802732804,1,TB11,1430,440,703.27
2802843802,1,TB08,116,58,113.47
2802927901,1,TB08,1300,1300,1271.73
2802956301,1,TB08,2600,2600,2543.47
2803056204,1,TB11,700,700,346.15
2803149404,1,TB05,4450, ,12919.35
2803149404,1,TB11,2300,2300,1124.99
2803194001,1,TB11,7500,0,3668.47
2803325803,1,TB11,4900,1400,2409.83
2803485204,1,TB11,1000,1000,494.5
2804013005,1,TB13,2700,1000,1320.65
2804370004,1,TB08,680,340,665.21
2804489803,1,TB08,3240,0,3169.56
2804897704,1,TB02,329, ,987
2804897704,1,TB03,1009, ,3027
2804963802,1,TB07,900, ,2700
2804963806,1,TB04,6500, ,19500
2805027905,1,TB08,3420,2420,3345.65
2805110001,1,TB08,700,700,684.78
2805110001,1,TB05,3200, ,9290.32
2805129203,1,TB08,2400,2400,2347.82
2805156603,1,TB09,5400,350,5282.6
2805340205,1,TB11,1834,438,906.92
2805479403,1,TB08,1910,300,1868.47
2805479406,1,TB11,290,290,141.84
2805479406,1,TB02,145, ,420.96
2805521903,1,TB13,15000,15000,7336.95
2805521906,1,TB10,1200,400,1173.91
2805521906,1,TB03,270, ,783.87
2805521906,1,TB02,1314, ,3814.83
2805521906,1,TB01,4000, ,11612.9
2805523301,1,TB08,400,0,391.3
2805747805,1,TB11,7000,400,3442.62
2805782904,1,TB01,500, ,1451.61
2805782904,1,TB08,4750,0,4646.73
2805830301,1,TB12,200,200,97.82
2805895501,1,TB03,50, ,145.16
2805895501,1,TB02,133, ,386.12
2805895501,1,TB01,2000, ,5806.45
2805895501,1,TB08,1000,1000,978.26
2805895501,1,TB10,3080,1080,3013.04
2805895501,1,TB11,1200,0,586.95
2805895501,1,TB12,200,200,97.82
2805937604,1,TB02,1017, ,3051
2805937604,1,TB03,1092, ,3276
2805937604,1,TB04,5700, ,17100
2805937605,1,TB11,1300,0,639.34
2805970804,1,TB10,3100,500,3032.6
2805970804,1,TB12,8000,500,3934.42
2806033901,1,TB12,16000,16000,7826.08
2806078205,1,TB05,1500, ,4354.83
2806078205,1,TB08,4200,0,4108.69
2806098501,1,TB02,405, ,1175.8
2806098501,1,TB03,229, ,664.83
2806098501,1,TB05,1600, ,4645.16
2806266406,1,TB08,380,380,371.73
2806333205,1,TB11,456,0,225.49
2806333205,1,TB01,200, ,580.64
2806333205,1,TB12,2300,0,1137.36
2806333205,1,TB03,20, ,58.06
2806333205,1,TB08,240,0,234.78
2806333205,1,TB05,1356, ,3936.77
2806349905,1,TB08,1200,1200,1173.91
2806413402,1,TB11,6400,550,3130.43
2806631602,1,TB08,180,180,176.08
2806631603,1,TB02,498, ,1494
2806631603,1,TB08,340,0,332.6
2806631603,1,TB01,2000, ,6000
2806631603,1,TB03,309, ,927
2806716301,1,TB10,3800,3800,3717.39
2806716304,1,TB11,3000,0,1467.39
2806775806,1,TB01,3000, ,9000
2806775806,1,TR01,600, ,1800
2806993004,1,TB11,1000,0,489.13
2807044702,1,TB13,8000,4000,3934.42
2807044702,1,TB05,3960, ,11880
2807044702,1,TR02,300, ,900
2807044702,1,TR03,110, ,330
2807044706,1,TB01,6000, ,18000
2807044706,1,TB02,469, ,1407
2807044706,1,TB03,700, ,2100
2807044706,1,TB05,300, ,900
2807044706,1,TB07,2209, ,6627
2807044706,1,TB08,600,600,586.95
2807044706,1,TB10,420,420,410.86
2807044706,1,TB11,5800,0,2852.45
2807044706,1,TB12,200,0,98.36
2807044706,1,TB14,5280,380,2596.72
2807386306,1,TB12,6700,0,3277.17
2807386306,1,TB08,3280,3280,3208.69
2807504713,1,TB11,299,299,147.04
2807535005,1,TB11,6000,6000,2934.78
2807535009,1,TB12,9000,9000,4402.17
2807535711,1,TB08,700,700,684.78
2807535719,1,TB09,7000,7000,6847.82
2807535719,1,TB08,2720,920,2660.86
2807540024,1,TB09,4500,0,4402.17
2807540024,1,TB08,2300,0,2249.99
2807540405,1,TB06,40, ,116.12
2807540405,1,TB05,500, ,1451.61
2807540405,1,TB03,223, ,647.41
2807540405,1,TB02,153, ,444.19
2807540405,1,TB01,3000, ,8709.67
2807540405,1,TB07,1279, ,3713.22
2807540405,1,TB10,300,100,293.47
2807578519,1,TB08,338,0,330.65
2807928504,1,TB12,10900,0,5331.52
2807928508,1,TB10,24000,0,23478.26
2807941617,1,TB05,2000, ,6000
2808036219,1,TB12,1000,0,494.5
2808036219,1,TB13,4000,0,1978.02
2808090420,1,TB07,500, ,1451.61
2808090811,1,TB02,213, ,639
2808090811,1,TB03,532, ,1596
2808090815,1,TB05,1500, ,4500
2808257012,1,TB02,760, ,2206.45
2808257012,1,TB03,395, ,1146.77
2808257012,1,TB08,1256,1256,1228.69
2808257016,1,TB05,3500, ,10161.29
2808257922,1,TB09,600,600,586.95
2808257922,1,TB02,493, ,1431.29
2808257922,1,TB13,2000,2000,978.26
2808257922,1,TB03,577, ,1675.16
2808342019,1,TB11,1410,1010,689.67
2808342921,1,TB08,1800,0,1760.86
2808343713,1,TB05,3000, ,9000
2860011623,1,TB11,1200,0,590.16
2860019012,1,TB08,2100,2100,2054.34
2860069922,1,TB12,16000,600,7826.08
2860202001,1,TB12,10500,0,5135.86
2860202003,1,TB11,7000,0,3423.91
2860250924,1,TB11,800,0,391.3
2860356907,1,TB09,1450,150,1418.47
2900012806,1,TB04,560, ,1680
2900012806,1,TB08,8440,3040,8256.52
2900012806,1,TB10,7800,7800,7630.43
2900142313,1,TB08,1410,650,1379.34
2900142313,1,TB12,1200,120,586.95
2900172622,1,TB12,15000,15000,7377.04
2900276203,1,TB09,6500,6500,6358.69
2900276203,1,TB11,50000,0,24725.27
2900276203,1,TB08,1760,0,1721.73
2900276204,1,TB11,500,500,247.25
2900276204,1,TB13,1600,1600,791.2
2900298705,1,TB02,312, ,936
2900298705,1,TB03,339, ,1017
2900339612,1,TB08,10140,0,9919.56
2900339612,1,TB12,16000,0,7868.85
2900339620,1,TB11,12599,0,6196.22
2900353304,1,TB08,280,280,273.91
2900353304,1,TB12,5000,883,2445.65
2900353316,1,TB02,162, ,470.32
2900353316,1,TB03,797, ,2313.87
2900353316,1,TB11,400,0,195.65
2900353316,1,TB09,650,650,635.86
2900458605,1,TB05,3999, ,11997
2900620003,1,TB11,320,80,156.52
2900653303,1,TB08,600,0,586.95
2900674804,1,TB02,2120, ,6360
2900683403,1,TB07,600, ,1741.93
2900688302,1,TB08,3900,0,3815.21
2900688304,1,TB03,300, ,870.96
2900808605,1,TB08,12300,9900,12032.6
2900852304,1,TB12,1800,1800,880.43
2900852304,1,TB11,3000,500,1467.39
2900922201,1,TB09,12875,4150,12595.1
2900922201,1,TB11,1000,350,494.5
2900922201,1,TB05,600, ,1741.93
2900922201,1,TB03,515, ,1495.16
2901044619,1,TB05,2000, ,6000
2901272502,1,TB08,3280,3280,3208.69
2901572301,1,TB12,3508,800,1715.86
2901572301,1,TB13,6700,1400,3277.17
2901572301,1,TB11,6105,0,2986.14
2901572301,1,TB08,3328,0,3255.65
2901572301,1,TB07,2000, ,5806.45
2901572301,1,TB05,2933, ,8515.16
2901572301,1,TB01,5000, ,14516.12
2901572302,1,TB05,600, ,1741.93
2901572303,1,TB05,750, ,2177.41
2901572303,1,TB13,1500,250,733.69
2901612411,1,TB05,1000, ,2903.22
2901690402,1,TB11,3800,0,1858.69
2901715204,1,TB08,2700,0,2641.3
2901726701,2,TB08,1500,0,1467.39
2901840404,1,TB11,1000,470,489.13
2901934302,1,TB09,7500,1000,7336.95
2901950203,1,TB11,2600,400,1285.71
2901957502,1,TB04,266, ,772.25
2901957502,1,TB03,836, ,2427.09
2901957502,1,TB07,256, ,743.22
2901957502,1,TB02,3572, ,10370.32
2901957502,1,TB14,2604,434,1273.69
2901957502,1,TB08,5880,1730,5752.17
2901957502,1,TB11,3600,3600,1760.86
2901957502,1,TB13,1400,0,684.78
2902046203,1,TB12,5400,600,2670.32
2902096402,1,TB05,1200, ,3483.87
2902096404,1,TB11,15350,1100,7508.15
2960070316,1,TB11,1500,500,733.69
2960070316,1,TB12,6000,0,2934.78
2960133218,1,TB10,5600,5000,5478.26
2960133218,1,TB12,26000,0,12857.14
2960133218,1,TB08,4800,0,4695.65
2960133218,1,TB05,1300, ,3774.19
2960133218,1,TB01,5000, ,14516.12
2960190909,1,TB11,5100,5100,2494.56
2960212201,1,TB05,4200, ,12193.54
3000114903,1,TB12,200,0,97.82
3000260205,1,TB08,480,0,469.56
3000368301,1,TB08,234,117,228.91
3000611603,1,TB13,4300,1800,2114.75
3000685305,1,TB12,8400,0,4108.69
3001216505,1,TB12,1200,600,586.95
3001230604,1,TB01,3000, ,9000
3001230604,1,TB10,1395,105,1364.67
3001230604,1,TB07,820, ,2460
3001230604,1,TB03,60, ,180
3001230604,1,TB02,29, ,87
3001230604,1,TB11,15400,0,7573.77
3001429002,1,TB08,700,0,684.78
3001429002,1,TB11,500,500,244.56
3001429004,1,TB13,2000,2000,978.26
3001429004,1,TB09,8100,8100,7923.91
3001497602,1,TB12,1050,1050,516.39
3001497604,1,TB08,1727,0,1689.45
3001497604,1,TB05,470, ,1410
3001513802,1,TB05,500, ,1500
3001513802,1,TB13,1780,1780,875.4
3001513803,1,TB01,1000, ,3000
3001513803,1,TB08,160,160,156.52
3001513803,1,TB03,707, ,2121
3001513803,1,TB05,400, ,1200
3001513804,1,TB08,778,554,761.08
3001513804,1,TB03,581, ,1743
3001593805,1,TB13,120000,0,59016.39
3001880304,1,TB11,28000,0,13695.65
3002014503,1,TB01,882, ,2560.64
3002014503,1,TB02,166, ,481.93
3002246201,1,TB05,2080, ,6038.7
3002246201,1,TB10,599,0,585.97
3002246203,1,TB08,800,800,782.6
3002246205,1,TB03,50, ,145.16
3002246205,1,TB12,500,0,247.25
3002246205,1,TB10,1500,0,1467.39
3002246205,1,TB08,2070,650,2024.99
3002246205,1,TB05,3000, ,8709.67
3002458505,1,TB09,9000,9000,8804.34
3002745602,1,TB08,600,0,586.95
3002801403,1,TB01,2500, ,7258.06
3002801403,1,TB02,718, ,2084.51
3002801403,1,TB08,200,0,195.65
3002801403,1,TB03,759, ,2203.54
3002836906,1,TB11,10000,0,4891.3
3002836906,1,TB12,2350,0,1149.45
3003186701,1,TB08,4645,4645,4544.02
3003219605,1,TB03,520, ,1560
3003219606,1,TB02,1290, ,3870
3003239804,1,TB12,18000,0,8852.45
3003239804,1,TB11,4300,0,2114.75
3003239806,1,TB11,5000,0,2459.01
3003364902,1,TB01,1000, ,2903.22
3003364902,1,TB08,2400,0,2347.82
3003364904,1,TB08,800,0,782.6
3003364904,1,TB01,1000, ,2903.22
3003364904,1,TB07,3900, ,11322.58
3003364904,1,TB11,6500,0,3179.34
3003504503,1,TB11,7500,0,3668.47
3003760306,1,TB12,5141,0,2514.61
3004025804,1,TB01,2500, ,7500
3004025805,1,TB03,323, ,969
3004025805,1,TB02,262, ,786
3004025805,1,TB01,500, ,1500
3004074404,1,TB03,4084, ,11856.77
3004074404,1,TR10,4500,4500,4402.17
3004074404,1,TR03,500, ,1451.61
3004074404,1,TB11,6500,0,3179.34
3004074404,1,TB08,2000,2000,1956.52
3004074404,1,TB05,2400, ,6967.74
3004074404,1,TB02,17, ,49.35
3004133903,1,TB03,230, ,667.74
3004133903,1,TB02,299, ,868.06
3004133903,1,TB08,1600,800,1565.21
3004133903,1,TB09,6000,6000,5869.56
3004133903,1,TB11,10000,10000,4891.3
3004133903,1,TB12,24600,0,12032.6
3004407702,1,TB11,1400,0,688.52
3004407702,1,TB04,7000, ,21000
3004407702,1,TB06,370, ,1110
3004660401,1,TB12,4000,0,1956.52
3004668902,1,TB11,38000,0,18586.95
3004668902,1,TB10,8000,0,7826.08
3004668903,1,TB09,8000,0,7826.08
3004788306,1,TB08,490,350,479.34
3004897001,1,TB08,1800,1800,1760.86
3004897001,1,TB11,1000,0,489.13
3004897001,1,TB06,300, ,870.96
3004897004,1,TB08,5300,1900,5184.78
3005022506,1,TB09,6750,0,6603.26
3005060605,1,TB06,375, ,1125
3005061801,1,TB01,1600, ,4800
3005061801,1,TB02,87, ,261
3005061806,1,TB08,1300,1300,1271.73
3005157302,1,TB09,1100,1100,1076.08
3005157302,1,TB11,5600,5600,2739.13
3005364905,1,TB12,1050,1050,513.58
3005364905,1,TB13,30000,0,14673.91
3005449404,1,TB05,2800, ,8129.03
3005449404,1,TB02,303, ,879.67
3005494901,1,TB11,350,0,171.19
3005494906,1,TB12,7950,7950,3888.58
3005494906,1,TB03,295, ,856.45
3005505513,1,TB08,100,0,97.82
3005934721,1,TB11,12000,0,5901.63
3005934816,1,TB03,370, ,1110
3005934816,1,TB02,340, ,1020
3005934824,1,TB08,585,0,572.28
3005959203,1,TB11,560,280,276.92
3005959205,1,TB11,5500,500,2719.78
3005959205,1,TB15,2050,2050,1013.73
3005959205,1,TB13,3750,1250,1854.39
3006034704,1,TB11,7000,0,3442.62
3006201202,1,TB11,2200,0,1087.91
3006237918,1,TB02,69, ,200.32
3006516017,1,TB12,7000,0,3423.91
3006516516,1,TB08,1830,0,1790.21
3006516707,1,TB12,12000,0,5901.63
3006516719,1,TB12,13000,0,6393.44
3006564515,1,TB01,1000, ,2903.22
3006564710,1,TB11,3290,0,1618.03
3006564714,1,TB11,8000,0,3934.42
3006660201,1,TB12,9000,0,4450.54
3006734617,1,TB12,2800,0,1377.04
3006734621,1,TB01,2000, ,6000
3006817315,1,TB11,1000,0,489.13
3006817910,1,TB08,2230,221,2181.52
3006856324,1,TB12,2500,0,1222.82
3006856410,1,TB11,9600,0,4695.65
3006856418,1,TB12,5000,0,2445.65
3006856813,1,TB12,7200,0,3540.98
3007010006,1,TB13,7200,0,3521.73
3007010014,1,TB12,10200,0,4989.13
3007010215,1,TB01,1300, ,3774.19
3007010215,1,TB02,300, ,870.96
3007010313,1,TB08,750,0,733.69
3007010313,1,TB09,150,0,146.73
3007261210,1,TB12,4900,4900,2423.07
3007450603,1,TB11,8000,0,3934.42
3007450604,1,TB11,8600,0,4229.5
3007450605,1,TB11,11000,0,5409.83
3007749706,1,TB11,3000,0,1475.4
3007848802,1,TB05,4000, ,12000
3007848802,1,TB08,1147,1147,1122.06
3007848908,1,TB11,12000,0,5869.56
3007850014,1,TB13,2300,2300,1124.99
3007850211,1,TB11,3500,0,1730.76
3007850211,1,TB10,250,250,244.56
3007850211,1,TB01,1000, ,2903.22
3007850211,1,TB02,1378, ,4000.64
3007850317,1,TB11,8000,0,3913.04
3007850704,1,TB08,367,367,359.02
3007981703,1,TB13,6200,2400,3049.18
3007981703,1,TB14,6700,0,3295.08
3007981703,1,TB12,9360,0,4603.27
3007981703,1,TB08,1390,0,1359.78
3007981703,1,TB07,890, ,2670
3008094201,1,TB08,2800,0,2739.13
3008094202,1,TB03,4400, ,12774.19
3008094202,1,TB13,10465,6182,5174.99
3008600019,1,TB08,1190,1190,1164.13
3008744812,1,TB12,32900,24000,16180.32
3008744816,1,TB08,6997,0,6844.89
3008744824,1,TB11,15000,0,7377.04
3008798024,1,TB12,6000,0,2934.78
3008798409,1,TB08,5280,0,5165.21
3008946814,1,TB13,30000,0,14754.09
3008946814,1,TB05,8000, ,24000
3008946818,1,TB08,4400,1200,4304.34
3008946904,1,TB08,750,750,733.69
3008946920,1,TB08,670,0,655.43
3008996506,1,TB11,6900,6900,3374.99
3008996506,1,TB05,6000, ,17419.35
3008996506,1,TB03,150, ,435.48
3008996506,1,TB02,185, ,537.09
3008996506,1,TB08,250,250,244.56
3009447906,1,TB11,1000,0,489.13
3009447922,1,TB11,1500,1500,733.69
3010205703,1,TB11,450,150,221.31
3010420604,1,TB08,1454,600,1422.39
3010420605,1,TB08,1150,150,1124.99
3010420605,1,TB11,1500,0,737.7
3010420605,1,TB05,4000, ,12000
3060069322,1,TB11,3300,0,1614.13
3060069323,1,TB11,1400,0,684.78
3060072321,1,TB11,4930,865,2411.41
3060072712,1,TB11,17500,0,8606.55
3060072724,1,TB08,700,0,684.78
3060072724,1,TB05,1600, ,4800
3060152914,1,TB12,26000,0,12717.39
3060362008,1,TB11,4380,730,2142.39
3060362722,1,TB02,842, ,2526
3060414504,1,TB10,880,880,860.86
3060414504,1,TB03,1390, ,4035.48
3060414719,1,TB02,201, ,603
3060414719,1,TB03,634, ,1902
3060414719,1,TB01,1000, ,3000
3060417814,1,TB11,600,600,295.08
3060514321,1,TB11,8650,0,4230.97
3060514716,1,TB03,2362, ,7086
3060514716,1,TB04,150, ,450
3060514716,1,TB11,690,0,339.34
3060546815,1,TB11,3000,0,1475.4
3060567618,1,TB11,2096,524,1030.81
3060919612,1,TB10,2600,2600,2543.47
3060919616,1,TB11,6000,0,2950.81
3060928315,1,TB01,150, ,435.48
3061094511,1,TB08,400,0,391.3
3061094616,1,TB13,2100,1200,1032.78
3061094616,1,TB08,289,289,282.71
3061094821,1,TB12,6200,0,3049.18
3061095515,1,TB08,280,280,273.91
3061095623,1,TB12,3900,0,1918.03
3061113013,1,TB11,1900,500,929.34
3061131708,1,TB12,14000,0,6885.24
3061131711,1,TB11,7800,500,3836.06
3061292419,1,TB11,7500,0,3668.47
3061292420,1,TB12,4800,0,2347.82
3061292423,1,TR05,3890, ,11293.54
3061292506,1,TB13,3000,1500,1467.39
3061292816,1,TB11,10000,10000,4918.03
3061347506,1,TB08,480,0,469.56
3061368918,1,TB11,9500,580,4646.73
3061751518,1,TB03,1200, ,3483.87
3061751521,1,TB11,600,0,293.47
3061970421,1,TB11,360,360,176.08
3061970610,1,TB11,1200,0,590.16
3061970915,1,TB11,14000,0,6847.82
3061997918,1,TB11,2050,0,1002.71
3062038216,1,TB13,42000,0,20769.23
3062038720,1,TB08,990,0,968.47
3062060424,1,TB13,56000,56000,27391.3
3062060503,1,TB01,300, ,870.96
3062060503,1,TB03,95, ,275.8
3062060503,1,TB02,167, ,484.83
3062060506,1,TB08,905,0,885.32
3062225616,1,TB11,5000,5000,2459.01
3062225701,1,TB11,11000,3000,5409.83
3062225701,1,TB08,1895,0,1853.8
3062225705,1,TB08,586,586,573.26
3062450001,1,TB11,3500,0,1711.95
3062450004,1,TB01,1000, ,2903.22
3062450004,1,TB02,193, ,560.32
3062450004,1,TB14,33,33,16.14
3062450004,1,TB03,143, ,415.16
3062450004,1,TB06,22, ,63.87
3062541808,1,TB13,20160,0,9914.75
3062626424,1,TB13,3000,1000,1467.39
3062629017,1,TB13,45984,0,22492.17
3062629306,1,TB09,1500,1200,1467.39
3062910323,1,TB05,2800, ,8129.03
3062910918,1,TB02,124, ,359.99
3062910918,1,TB03,120, ,348.38
3062910918,1,TB10,400,400,391.3
3062910918,1,TB08,1295,1295,1266.84
3062952704,1,TB05,7000, ,21000
3062952704,2,TB13,14800,1400,7278.68
3063066208,1,TB11,450,0,222.52
3063066208,1,TB08,2017,2017,1973.15
3063097802,1,TB05,2600, ,7800
3063210006,1,TB08,535,145,523.36
3063276601,1,TB12,4200,4200,2065.57
3063276602,1,TB11,12000,0,5901.63
3063276604,1,TB05,10000, ,30000
3063276604,1,TB08,3250,3250,3179.34
3063276604,1,TR12,135,135,66.39
3063276604,1,TR08,1500,1500,1467.39
3063276921,1,TB09,60,0,58.69
3063276921,1,TB10,1270,770,1242.39
3063276921,1,TB11,6130,0,2998.36
3063276921,1,TB12,29100,0,14233.69
3063276921,1,TB13,6500,0,3179.34
3063276921,1,TB14,4320,720,2113.04
3063276921,1,TR08,850,0,831.52
3063276921,1,TB01,2900, ,8419.35
3063276921,1,TB08,11039,9539,10799.02
3063276921,1,TB07,3859, ,11203.54
3063276921,1,TB05,1800, ,5225.8
3063276921,1,TB02,1202, ,3489.67
3063276921,1,TB03,1821, ,5286.77
3063276922,1,TB12,11300,0,5527.17
3063379808,1,TB13,28000,0,13770.49
3063536713,1,TB12,15992,0,7864.91
3063536717,1,TB13,42000,0,20655.73
3100044602,1,TB04,115, ,345
3100044606,1,TB14,4000,0,1967.21
3100044606,1,TB13,5000,0,2459.01
3100054806,1,TB04,300, ,900
3100058402,1,TB01,5600, ,16258.06
3100058402,1,TB02,202, ,586.45
3100058402,1,TB11,14000,14000,6847.82
3100058402,1,TB03,380, ,1103.22
3100058402,1,TB05,1250, ,3629.03
3100058402,1,TB07,625, ,1814.51
3100058403,1,TB11,2600,0,1271.73
3100058403,1,TR12,250,250,122.28
3100074902,1,TR01,300, ,870.96
3100074902,1,TB03,70, ,203.22
3100074902,1,TB02,356, ,1033.54
3100074902,1,TB10,1200,400,1173.91
3100074902,1,TB07,663, ,1924.83
3100074902,1,TB01,2400, ,6967.74
3100074902,1,TB14,1800,300,880.43
3100080305,1,TB08,240,240,234.78
3100080305,1,TB07,550, ,1596.77
3100080305,1,TB01,120, ,348.38
3100086201,1,TB05,1000, ,2903.22
3100087701,1,TB08,500,0,489.13
3100087704,1,TB05,800, ,2400
3100087704,1,TB03,590, ,1770
3100087704,1,TB02,291, ,873
3100087704,1,TB12,7000,0,3442.62
3100087704,1,TB01,1500, ,4500
3100087705,1,TR02,100, ,300
3100087705,1,TB01,1200, ,3600
3100087705,1,TB02,458, ,1374
3100087705,1,TB03,345, ,1035
3100087705,1,TR03,100, ,300
3100087705,1,TB09,1500,0,1467.39
3100087705,1,TB12,4500,0,2213.11
3100087705,1,TB13,2500,2500,1229.5
3100087705,1,TR09,1500,0,1467.39
3100087705,1,TB08,400,400,391.3
3100200405,1,TB11,2648,0,1295.21
3100219901,1,TB07,800, ,2322.58
3100219903,1,TB03,160, ,464.51
3100219903,1,TB09,12000,0,11739.13
3100219903,1,TB11,1600,0,782.6
3100219903,1,TB12,4700,0,2298.91
3100219903,1,TR03,330, ,958.06
3100219903,1,TB02,229, ,664.83
3100219903,1,TB01,4000, ,11612.9
3100219903,1,TB07,3170, ,9203.22
3100301202,1,TB12,6000,2000,2967.03
3100321505,1,TB02,1634, ,4743.87
3100321505,1,TB01,16000, ,46451.61
3100321505,1,TB11,106026,0,51860.54
3100321505,1,TB10,5632,5632,5509.56
3100321505,1,TB08,5758,5758,5632.82
3100321505,1,TB05,600, ,1741.93
3100321505,1,TB03,494, ,1434.19
3100321505,1,TB04,500, ,1451.61
3100328602,1,TB08,1000,0,978.26
3100328606,1,TB11,350,0,172.13
3100358301,1,TB03,173, ,502.25
3100358301,1,TB02,195, ,566.12
3100358303,1,TB07,923, ,2679.67
3100358303,1,TB05,7500, ,21774.19
3100362204,1,TB07,299, ,868.06
3100362204,1,TB14,300,50,148.35
3100388505,1,TB03,878, ,2549.03
3100388505,1,TB01,1500, ,4354.83
3100388505,1,TB02,2277, ,6610.64
3100396606,1,TB11,1950,450,959.01
3100432401,1,TB03,831, ,2412.58
3100432401,1,TB02,787, ,2284.83
3100436901,1,TB13,3600,1200,1760.86
3100436901,1,TB12,3900,0,1907.6
3100436901,1,TB08,1500,1500,1467.39
3100436901,1,TB07,3103, ,9008.7
3100442503,1,TB10,42000,42000,41086.95
3100442504,1,TB08,1470,0,1438.04
3100442504,1,TB02,755, ,2191.93
3100442504,1,TB01,9500, ,27580.64
3100442504,1,TB12,190,0,92.93
3100442504,1,TB10,6800,3000,6652.17
3100442504,1,TB03,55, ,159.67
3100442504,1,TB05,3200, ,9290.32
3100442505,1,TB01,3000, ,8709.67
3100442505,1,TB12,1200,1200,586.95
3100442505,1,TB07,1783, ,5176.45
3100442505,1,TB05,3000, ,8709.67
3100452306,1,TB09,500,250,489.13
3100452306,1,TB07,2000, ,5806.45
3100452306,1,TR12,800,800,391.3
3100466004,1,TB02,110, ,319.35
3100466004,1,TB01,6000, ,17419.35
3100544602,1,TB05,3000, ,9000
3100565703,1,TB04,250, ,750
3100565703,1,TB12,3000,3000,1475.4
3100565704,1,TB11,18600,0,9147.54
3100565704,1,TB08,4137,460,4047.06
3100565704,1,TB07,350, ,1050
3100565704,1,TB04,245, ,735
3100565704,1,TB14,4500,750,2213.11
3100569501,1,TB08,2800,2800,2739.13
3100583803,1,TB05,2000, ,6000
3100583803,1,TB08,600,600,586.95
3100604905,1,TB10,869,250,850.1
3100604905,1,TB11,320,320,156.52
3100604905,1,TB07,849, ,2464.83
3100604905,1,TB06,80, ,232.25
3100604905,1,TB03,626, ,1817.41
3100604905,1,TB02,194, ,563.22
3100604905,1,TB01,8000, ,23225.8
3100612301,1,TB05,2000, ,5806.45
3100612303,1,TB05,400, ,1161.29
3100612304,1,TB11,2067,689,1011.03
3100612304,1,TB09,927,309,906.84
3100612305,1,TB13,1200,0,586.95
3100612305,1,TB08,120,120,117.39
